"","SYMBOL","GSM4143534","GSM4143535","GSM4143536","GSM4143537","GSM4143538","GSM4143539","GSM4143540","GSM4143541","GSM4143542","GSM4143543","GSM4143544","GSM4143545","GSM4143546","GSM4143547","GSM4143548","GSM4143549"
"7056","SEMA6B",204,968,167,815,182,840,255,1065,150,637,241,1548,99,880,216,1203
"7057","SEMA4F",46,192,25,107,24,117,29,136,21,128,34,319,18,136,35,222
"7058","SEMA4D",47,303,47,220,46,224,76,291,53,255,70,535,41,286,35,403
"7059","SEMA4B",118,522,71,270,116,454,144,637,110,525,137,1064,73,589,131,878
"7060","CEBPB",33,206,27,126,41,195,64,281,42,190,57,444,20,269,54,281
"7061","SEMA3C",41,251,50,248,94,401,99,420,75,292,87,331,96,216,111,295
"7062","APPBP2",201,971,173,659,260,1160,247,1090,233,1058,191,1438,267,1188,269,1301
"7063","MYBBP1A",218,1134,233,1147,416,1873,360,1593,298,1355,337,1263,250,1424,270,1364
"7064","FBLN5",5,23,2,14,5,25,6,38,4,28,4,49,5,40,6,40
"7065","FBXW10",0,0,1,3,1,1,0,1,0,0,0,1,0,0,0,3
"7066","CIB2",29,134,17,121,21,60,31,109,21,80,29,226,11,102,29,161
"7067","SPDYE13",1,3,1,2,1,6,0,6,1,3,0,5,0,4,2,6
"7068","SPDYE15",1,2,0,2,0,4,1,2,1,1,0,2,1,2,1,3
"7069","CIB1",104,482,77,305,162,661,175,693,126,520,113,732,140,556,160,675
"7070","CEBPD",14,46,7,28,16,87,18,94,17,73,17,64,10,87,19,73
"7071","ZNF211",10,48,3,41,12,72,10,65,11,38,13,73,10,64,17,69
"7072","DDX17",433,2114,292,1414,632,2614,789,2998,483,2302,476,3518,389,2889,592,3045
"7073","DEAF1",36,255,57,260,89,345,89,343,44,271,69,399,41,258,64,284
"7074","BISPR",0,1,0,4,0,2,0,1,1,1,0,0,0,1,0,1
"7075","CHERP",175,736,138,659,220,992,241,1029,165,757,220,1056,121,884,153,992
"7076","KAT5",85,399,79,341,78,289,118,472,53,266,113,536,41,276,111,465
"7077","HYOU1",503,2464,309,1521,593,2615,680,2894,931,4041,778,3990,491,3652,708,3710
"7078","IPO8",235,1173,195,821,255,1128,277,1164,190,731,284,1292,145,915,267,1208
"7079","IPO7",1040,5012,830,3674,968,4364,1181,4913,1138,4641,1185,7827,740,5188,1102,6421
"7080","LOC105274304",0,4,0,2,1,6,1,6,1,2,0,2,1,6,3,5
"7081","NOP56",473,2110,331,1369,557,2499,633,2724,372,1749,506,2149,343,1821,516,2139
"7082","NEBL",114,612,70,366,114,542,98,493,60,346,94,626,62,545,97,521
"7083","CEBPE",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7084","PITRM1",155,711,124,606,224,916,281,1114,150,617,202,1289,147,942,234,1176
"7085","ATG7",75,368,58,255,92,409,93,410,105,394,67,619,84,503,85,517
"7086","ZNRD2",40,217,35,232,60,360,81,310,65,264,59,315,74,322,59,273
"7087","RNASEH2A",113,499,79,501,64,349,144,693,19,81,138,662,15,240,142,574
"7088","P3H3",37,128,27,127,36,129,38,191,31,89,53,291,5,139,39,217
"7089","LOC105369140",0,2,1,3,0,1,0,2,0,1,0,1,0,1,0,1
"7090","LOC105369143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7091","LOC105369146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7092","LOC105369147",11,50,8,33,13,39,14,53,22,68,8,69,8,61,12,51
"7093","LOC105369149",3,9,2,11,3,18,2,19,3,13,5,25,4,14,1,18
"7094","LINC02750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7095","LOC105369151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7096","PKD1P6-NPIPP1",6,47,6,26,5,22,5,38,9,27,10,37,7,19,8,50
"7097","LOC105369161",0,0,0,4,1,3,1,2,0,1,0,3,0,8,0,1
"7098","LOC105369164",1,1,0,0,0,1,0,1,2,0,0,1,0,1,0,1
"7099","LOC105369165",1,1,0,0,0,0,1,1,0,1,2,7,0,4,0,3
"7100","LOC105369167",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7101","LINC02934",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"7102","LOC105369171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7103",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7104","LOC105369177",2,6,0,4,0,0,1,1,0,5,2,7,0,4,2,1
"7105",NA,1,9,2,4,0,4,0,4,1,1,1,2,0,4,1,3
"7106",NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7107","LOC105369183",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7108","LOC105369187",0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1
"7109",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7110","PPM1K-DT",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7111","LOC105369194",0,4,2,0,0,7,0,3,2,2,1,7,0,4,1,7
"7112","LOC105369199",0,1,0,2,1,2,0,3,0,0,0,2,0,2,0,1
"7113","GCAWKR",2,17,2,9,3,15,4,14,4,19,7,32,3,25,3,22
"7114",NA,6,24,3,19,7,47,3,24,8,33,6,38,11,38,6,44
"7115","LOC105369203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7116","LOC105369209",1,1,0,1,0,1,0,2,0,0,0,3,0,2,0,0
"7117","LOC105369212",0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
"7118",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7119","LOC105369218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7120","SIRPB3P",0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2
"7121","LOC105369225",1,5,0,8,1,8,2,7,1,3,1,11,2,3,2,11
"7122","LOC105369228",1,3,2,5,0,6,1,3,2,2,2,5,1,5,1,5
"7123",NA,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1
"7124","LOC105369249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7125","LOC105369250",1,3,1,0,1,2,0,2,0,1,1,7,1,3,1,4
"7126","LOC105369266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7127","OR4N4C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7128","LOC105369289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7129","LOC105369292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7130","LOC105369293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7131","LOC105369294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7132","SETD4-AS1",0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
"7133","LOC105369297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7134","LOC105369298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7135","LOC105369299",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7136","CLDN14-AS1",1,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0
"7137","LOC105369302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7138","LOC105369304",1,1,0,0,0,3,0,1,0,0,0,2,0,0,0,1
"7139","LOC105369305",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"7140","LOC105369306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7141","LOC105369308",0,2,0,0,0,1,0,3,1,0,0,4,0,3,0,0
"7142","LOC105369309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7143","LOC105369310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7144",NA,1,1,0,3,1,2,0,1,0,0,0,2,0,3,0,2
"7145","LOC105369313",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"7146","LOC105369315",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
"7147","LINC02739",0,3,1,1,1,0,0,1,0,1,0,7,0,8,1,3
"7148","LOC105369318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7149","LINC02705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7150",NA,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
"7151","LOC105369321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7152","LOC105369322",0,1,0,2,1,4,2,2,0,1,1,1,1,3,0,2
"7153","TMEM109-DT",0,3,0,0,0,2,0,4,0,0,0,1,0,1,0,4
"7154","LOC105369325",1,3,0,1,0,1,0,0,0,2,0,3,0,0,0,2
"7155","LOC105369326",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"7156","LOC105369329",0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"7157","LOC105369331",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
"7158","STX5-DT",18,114,19,103,26,136,34,134,27,126,31,136,17,119,37,133
"7159","LOC105369333",0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0
"7160","LOC105369334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7161","LOC105369335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7162","LOC105369339",0,2,0,3,1,6,1,5,0,4,0,9,2,8,0,7
"7163","PPP1R14B-AS1",6,23,4,21,19,48,14,28,7,26,5,33,7,33,5,30
"7164","LOC105369341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7165","MIR194-2HG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7166","LOC105369344",0,3,0,2,0,5,2,5,0,2,1,5,1,2,0,6
"7167","LINC02736",0,0,1,3,0,1,0,0,0,0,0,3,1,1,0,1
"7168","RELA-DT",0,7,1,3,4,11,2,8,2,10,1,32,2,12,1,16
"7169",NA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"7170","LOC105369350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7171","KLC2-AS2",1,2,2,2,1,5,1,7,1,6,1,10,0,8,1,8
"7172","KLC2-AS1",20,116,15,107,38,170,40,159,39,163,35,219,20,159,26,196
"7173","LOC105369354",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"7174",NA,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2
"7175","LOC105369358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7176","LINC02754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7177","CHKA-DT",0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
"7178","LOC105369363",0,1,0,3,0,0,0,1,0,2,0,1,0,0,0,0
"7179","LINC02701",2,5,1,4,0,2,1,3,0,0,2,11,0,2,0,5
"7180","LOC105369366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7181","LOC105369367",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7182","LOC105369368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7183","LOC105369370",3,33,4,20,14,54,5,28,17,69,4,73,15,87,5,56
"7184","LOC105369371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7185",NA,0,4,1,2,1,4,3,0,0,0,0,3,0,2,1,4
"7186","LOC105369373",4,33,5,27,6,29,11,39,7,28,10,52,3,29,9,30
"7187","LOC105369376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7188","LOC105369377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7189","PDE2A-AS2",0,2,0,1,1,3,1,2,1,1,0,3,0,2,0,2
"7190","PDE2A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"7191",NA,0,4,0,9,1,3,0,5,0,1,1,5,0,3,1,0
"7192","IUR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7193","LOC105369382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7194","LOC105369383",1,0,1,3,0,3,0,2,0,2,0,2,0,2,1,5
"7195","LOC105369386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7196","LOC105369388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7197","LOC105369389",0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,5
"7198","LOC105369391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7199","LOC105369392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7200",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7201","LOC105369395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7202","LOC105369397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7203","LOC105369399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7204","LOC105369400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7205","LOC105369401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7206","LOC105369402",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"7207","LOC105369403",0,2,0,7,1,2,0,1,1,0,2,0,0,0,1,3
"7208","LOC105369405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7209","LOC105369406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7210","LOC105369408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7211","LOC105369409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7212","LOC105369410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7213","LINC02734",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"7214","LOC105369416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7215","LOC105369420",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7216","LOC105369421",0,0,0,0,0,2,0,0,0,1,1,0,0,2,0,0
"7217","LOC105369422",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7218","LINC02711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7219","LINC02748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7220","LINC02756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7221","LOC105369429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7222","LINC02746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7223","LOC105369435",0,0,0,1,0,1,0,0,0,3,1,4,1,1,1,1
"7224","LINC02700",27,131,19,83,14,126,27,106,36,174,20,174,24,146,29,158
"7225","PIWIL4-AS1",4,19,3,19,6,26,7,32,2,11,8,31,4,19,4,29
"7226","LOC105369439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7227","LOC105369440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7228","LOC105369441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7229","LINC02737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7230","LOC105369448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7231","LOC105369450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7232","LOC105369451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7233","LOC105369452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7234","LOC105369453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7235","LINC02713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7236","LOC105369455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7237","LOC105369456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7238","LOC105369457",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"7239","LOC105369458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7240","LOC105369460",1,1,0,0,0,9,0,1,4,2,0,4,1,4,0,1
"7241","LOC105369463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7242","LOC105369464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7243","LOC105369466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7244","LOC105369468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7245","LOC105369469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7246","LINC02719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7247","LOC105369474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7248","LOC105369475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7249","LOC105369477",1,15,7,14,6,17,7,15,2,21,1,23,6,25,1,24
"7250","LINC02715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7251","LOC105369483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7252","LOC105369484",0,0,1,0,0,0,0,3,0,0,0,2,1,1,0,0
"7253","LINC02732",1,6,1,7,3,8,3,13,1,10,2,21,1,14,1,13
"7254",NA,0,1,0,3,1,4,0,5,0,2,0,0,0,6,0,5
"7255","LOC105369488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7256","LOC105369489",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7257","LINC02550",0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
"7258","LOC105369491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7259","LOC105369496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7260","LOC105369498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7261","LOC105369501",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7262",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7263",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7264","LOC105369506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7265","CADM1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7266","LOC105369509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7267","LOC105369511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7268","LINC02698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7269","LOC105369513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7270","LOC105369515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7271","LOC105369517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7272","LOC105369519",0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0
"7273","LOC105369520",0,2,0,0,1,1,1,2,0,0,0,0,0,0,1,0
"7274","NECTIN1-AS1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"7275","LOC105369526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7276","LOC105369527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7277","LINC02744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7278","LOC105369529",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7279","LOC105369530",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7280","LOC105369531",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7281","LOC105369532",1,0,0,2,1,2,0,6,1,0,0,2,1,5,0,5
"7282","LOC105369533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7283","LOC105369534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7284","LOC105369535",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"7285","SORL1-AS1",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"7286","LOC105369539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7287","LOC105369540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7288","LINC02727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7289","LOC105369543",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"7290","LOC105369544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7291","LOC105369545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7292","CCDC15-DT",1,9,2,2,3,6,4,15,1,7,0,10,2,4,1,11
"7293","LOC105369549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7294","STT3A-AS1",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
"7295","LOC105369551",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"7296",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"7297","TIRAP-AS1",3,41,5,29,12,49,16,34,12,36,8,41,10,46,9,54
"7298","LOC105369558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7299","LOC105369559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7300","LOC105369561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7301","LOC105369562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7302","LINC02725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"7303","LINC02098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7304","LOC105369565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7305","LOC105369568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7306","LOC105369571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7307","LOC105369572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7308","LOC105369574",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"7309","LOC105369575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7310","LOC105369576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7311","LOC105369577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7312","LOC105369578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7313","LOC105369579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7314","LOC105369580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7315","LOC105369583",0,0,0,0,0,1,1,1,0,0,0,5,0,0,0,0
"7316","LINC02706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7317","LINC02697",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7318","LOC105369587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7319","LINC02717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7320","LINC02684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7321","LOC105369591",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7322","IQSEC3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7323","LOC105369593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7324","LOC105369594",0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1
"7325","LOC105369595",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7326","LINC02455",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7327","LOC105369601",0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
"7328","LOC105369602",0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
"7329","LINC02827",0,3,2,3,0,18,2,10,4,16,0,5,5,12,1,9
"7330","LOC105369607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7331","LOC105369608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7332","PARP11-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7333","LOC105369611",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7334","LOC105369612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7335",NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7336","LOC105369616",0,0,0,0,1,0,0,0,1,2,0,2,1,3,0,0
"7337","LOC105369617",1,16,2,7,12,33,6,12,8,33,4,49,9,45,6,23
"7338","LOC105369618",0,1,0,3,0,5,1,0,1,8,0,2,3,9,0,7
"7339","LOC105369621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7340","LOC105369622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7341","LOC105369623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7342",NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7343","LOC105369625",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7344","LOC105369626",2,2,0,3,1,2,0,3,0,1,0,4,2,8,0,7
"7345","LOC105369631",0,1,0,0,0,2,0,1,0,3,0,4,1,2,0,0
"7346","LOC105369632",0,7,3,7,1,8,6,6,1,5,2,10,0,2,2,12
"7347","LOC105369634",2,11,4,11,5,18,9,26,6,15,5,25,3,23,5,25
"7348","MIR200CHG",1,4,1,4,0,12,1,9,1,7,0,4,1,4,2,5
"7349","LOC105369645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7350","LOC105369647",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"7351","LOC105369649",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"7352","LINC02390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7353","LOC105369655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7354","LOC105369656",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7355","LOC105369657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7356","LOC105369658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7357","LOC105369663",17,71,7,50,13,59,25,92,7,23,19,108,5,41,23,86
"7358","LOC105369666",1,1,1,0,0,0,0,1,0,1,2,0,0,2,1,0
"7359","LOC105369667",0,4,2,3,1,1,1,5,0,0,1,4,0,6,0,5
"7360","LOC105369668",0,3,1,4,2,5,2,5,1,1,0,4,1,6,0,5
"7361","LOC105369669",0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,2
"7362",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7363","LOC105369672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7364","LOC105369673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7365","LOC105369677",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"7366","LINC02378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7367","LOC105369682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7368","LINC02468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7369","LOC105369685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7370","LOC105369686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7371","LOC105369687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"7372","LOC105369688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7373","LOC105369689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7374","LOC105369690",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"7375","ETNK1-DT",1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
"7376","C2CD5-AS1",1,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0
"7377",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7378","LOC105369697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
