"","SYMBOL","GSM4143534","GSM4143535","GSM4143536","GSM4143537","GSM4143538","GSM4143539","GSM4143540","GSM4143541","GSM4143542","GSM4143543","GSM4143544","GSM4143545","GSM4143546","GSM4143547","GSM4143548","GSM4143549"
"16691",NA,0,2,0,2,0,1,0,0,0,1,0,1,0,0,0,0
"16692",NA,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"16693",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16694","LOC107987381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16695","LOC107987382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16696","LOC107987384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16697","LOC107987386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16698",NA,2,2,0,0,0,0,0,1,0,2,0,4,0,1,0,2
"16699","LOC107987389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16700",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16701","LOC107987392",0,2,0,1,1,1,0,1,0,3,0,3,0,254,0,4
"16702","LOC107987393",1,1,2,4,1,2,1,3,0,1,1,2,0,2,0,2
"16703","LOC107987394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16704",NA,0,2,1,2,1,2,0,4,2,1,2,5,0,2,1,3
"16705",NA,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
"16706","LOC107987401",0,0,0,0,0,1,1,1,0,1,0,2,0,3,0,1
"16707","TRL-CAA1-1",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"16708","RPP40",17,111,15,119,29,171,30,146,35,122,32,206,29,194,42,203
"16709","ADCY2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16710","CFTR",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"16711","CYSLTR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16712","SEPTIN9",712,3524,612,2593,1274,5955,1131,4903,1474,6456,877,5174,1277,6308,990,4918
"16713","SEC24A",131,550,115,457,143,466,115,528,135,547,159,933,82,729,100,847
"16714","CCR9",0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2
"16715","GJB6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"16716","SDCCAG8",30,135,21,109,48,207,45,218,32,136,38,208,35,181,38,237
"16717","ENTR1",88,421,54,350,118,517,118,542,124,549,105,692,91,565,113,501
"16718","HSPH1",826,3951,750,3397,910,4089,1297,5425,615,2800,1081,6380,489,4891,1217,6252
"16719","STARD10",59,370,88,304,101,470,82,363,147,686,68,635,143,597,105,449
"16720","CGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16721","WASF3",18,41,11,49,14,46,10,58,8,40,25,141,7,108,4,136
"16722","NOXA1",2,9,0,7,5,9,2,10,4,7,4,16,1,11,3,24
"16723","UTP14A",79,393,52,252,102,395,96,405,100,518,86,373,91,361,77,402
"16724","CPLX2",2,2,2,4,0,3,0,6,0,7,0,3,2,7,0,5
"16725","CPLX1",13,58,23,62,20,96,12,59,21,83,15,142,13,134,21,112
"16726","SPINT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16727","FRS3",9,24,1,16,3,16,4,21,2,49,7,65,5,40,8,28
"16728","FRS2",52,284,54,267,122,568,88,389,101,382,80,506,172,559,97,513
"16729","OR7E14P",2,7,0,15,3,8,3,10,1,5,2,11,1,5,3,3
"16730","CGB3",0,0,1,1,0,1,0,1,0,1,1,1,0,2,0,0
"16731","OR7E12P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16732","DIAPH2-AS1",0,3,0,1,0,6,0,0,0,4,0,4,1,4,0,1
"16733","NEU3",49,260,46,137,104,445,83,373,90,398,65,281,107,388,83,329
"16734","FAXDC2",29,118,16,78,26,128,31,136,24,100,27,141,14,143,21,146
"16735","FAM114A2",51,194,32,143,60,205,67,201,50,257,38,348,28,286,48,307
"16736","ZNF275",76,285,55,246,68,315,63,293,80,303,74,382,81,323,45,342
"16737","CEACAM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16738","ALDH1L1",0,0,0,1,0,3,0,0,0,2,0,1,1,4,0,2
"16739","FTCD",0,1,0,1,0,0,0,0,0,1,0,0,0,3,1,0
"16740","PPP1R17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16741","TUBGCP2",122,529,125,480,144,693,193,755,131,646,136,728,107,567,153,662
"16742","CLPX",137,748,101,510,194,741,190,802,185,670,168,1170,123,910,160,997
"16743","PDE10A",5,3,0,5,3,9,4,10,0,3,3,5,2,3,7,9
"16744","SRCAP",251,1232,248,1045,497,2080,457,1877,321,1257,375,1964,342,2484,279,2007
"16745","PPP1R13L",69,325,49,208,8,16,8,25,142,602,113,619,8,63,5,78
"16746","POLR1G",71,349,56,283,104,491,114,497,70,347,93,408,62,346,98,367
"16747","CCL27",1,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0
"16748","HPSE",42,212,23,160,25,106,47,207,32,122,53,356,23,150,35,247
"16749","RUVBL2",385,1807,382,1649,521,2139,588,2585,348,1582,482,2198,328,1465,561,2154
"16750","PGRMC1",323,1498,268,1212,272,1242,386,1664,146,675,329,2076,114,1133,379,1806
"16751","LINP1",3,14,0,8,12,48,3,35,4,7,3,34,4,25,4,27
"16752","CYP46A1",0,0,0,1,0,1,1,1,0,0,1,2,0,0,1,3
"16753","LILRB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16754","SLC26A1",5,14,2,18,7,37,4,25,6,24,6,28,4,33,6,25
"16755","ADAM28",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"16756","SLC22A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16757","ARID5A",19,68,13,60,22,92,22,89,22,70,16,129,12,78,8,93
"16758","HCP5",6,44,5,22,8,21,15,36,4,32,6,88,4,37,11,73
"16759","TSPAN9",21,159,17,96,59,258,42,213,48,194,41,307,43,272,35,225
"16760","USP20",26,92,15,85,26,157,34,101,31,126,26,189,23,184,32,175
"16761","USP19",192,837,114,519,169,826,208,910,238,1018,226,1308,177,1210,172,1109
"16762","CEACAM7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16763","HCST",0,2,1,0,0,5,0,1,0,1,2,1,0,2,1,4
"16764","CD300C",0,1,0,2,0,4,1,3,1,1,0,3,1,4,0,1
"16765","ME3",1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1
"16766","NMU",88,348,74,338,35,172,85,373,10,70,109,423,6,126,97,393
"16767","FGL2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"16768","EDDM3A",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"16769","CFHR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16770","CFHR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16771","HFE-AS1",2,9,2,6,1,4,3,8,2,4,2,10,0,7,0,7
"16772","DINOL",0,4,0,1,8,42,1,5,26,153,1,15,29,75,2,14
"16773","HSD17B1-AS1",19,91,20,99,47,186,28,134,40,173,27,144,37,181,32,142
"16774","SMR3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16775","CEACAM8",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"16776","ACTL7B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16777","ACTL7A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16778","C1QL1",2,28,1,19,4,6,9,23,0,3,1,40,0,5,5,23
"16779","MRPS30",163,839,156,700,213,923,274,1137,165,800,195,1259,154,1028,250,1204
"16780","WDR3",348,1744,306,1379,475,2106,528,2363,394,1700,419,2290,330,2232,534,2286
"16781","NPFFR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16782","GSC-DT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16783","PROKR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16784","GPR83",1,2,0,4,0,1,0,0,0,2,1,1,0,2,0,0
"16785","CEACAM4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16786","RAB10",508,2602,416,2112,606,2833,736,3099,480,2166,650,3762,488,2671,733,3293
"16787","ZNF8-ERVK3-1",22,123,33,112,45,167,44,200,27,95,30,150,27,122,43,142
"16788","PPARGC1A",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"16789","MALT1",173,714,108,553,157,722,231,1097,91,355,165,831,67,595,207,827
"16790","MMP24",12,51,5,32,12,65,8,47,12,66,11,68,10,49,12,52
"16791","LYVE1",0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1
"16792","ACBD7-DCLRE1CP1",2,4,1,1,2,2,2,2,1,2,0,4,0,0,1,2
"16793","PPBPP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16794","YIF1A",33,235,38,181,68,301,76,238,49,283,61,390,43,331,53,308
"16795","CPSF4",82,353,54,236,59,357,67,325,113,437,80,406,77,373,74,367
"16796","JTB",163,790,149,643,197,866,247,1038,171,747,196,1107,168,913,268,1020
"16797","ADCY3",110,641,106,468,157,722,213,921,75,340,153,722,76,548,145,707
"16798","RUNDC3A",2,7,2,4,1,5,0,4,1,3,2,9,0,3,0,5
"16799","DHRS4",27,103,19,103,31,98,24,113,30,154,24,194,20,150,26,150
"16800","BRD8",64,353,42,242,60,257,97,349,53,220,87,437,41,219,87,394
"16801","MTMR11",14,49,7,42,4,24,13,46,5,20,7,98,4,37,11,73
"16802","BLCAP",47,280,35,188,206,947,104,563,188,859,111,485,281,802,156,455
"16803","MAN1A2",259,1116,201,1022,303,1271,337,1286,273,1195,277,1656,265,1341,275,1512
"16804","TRAFD1",73,308,49,206,102,469,104,457,95,406,76,667,83,597,106,604
"16805","TXNL4A",170,814,169,616,194,995,258,1060,191,796,218,1344,135,976,230,1109
"16806","PNPLA6",205,1104,232,1142,370,1690,341,1552,295,1398,348,1697,274,1614,312,1403
"16807","SUGT1",252,1170,213,984,251,1075,274,1189,216,986,333,1773,149,1389,267,1668
"16808","UTS2",4,16,2,8,2,8,2,3,0,12,1,16,3,9,2,10
"16809","GADD45G",0,1,1,2,1,1,0,1,1,1,0,3,0,0,0,3
"16810","EDAR",3,1,0,1,0,9,4,15,2,5,1,9,1,5,4,12
"16811","MASCRNA",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"16812","TALAM1",974,4662,1240,5271,965,4461,1338,5854,545,2368,1446,6276,842,6942,1202,7431
"16813","PAPOLA",966,4824,839,3512,1018,4563,1252,5169,799,3489,1056,6980,662,4342,1236,6206
"16814","TCERG1",200,1105,187,907,261,1127,350,1470,183,726,293,1327,150,990,254,1421
"16815","MAGED2",85,401,59,245,69,254,55,224,119,500,100,625,77,395,65,412
"16816","BTNL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"16817","EHMT2",208,1011,191,844,219,1021,237,1085,175,795,259,1316,135,967,210,1195
"16818","COPS8",95,436,71,304,105,503,182,661,79,331,97,482,71,401,149,494
"16819","RNPS1",315,1414,223,985,381,1654,535,2090,263,1161,389,2011,223,1360,382,1901
"16820","FASTK",40,220,46,190,70,362,77,337,54,240,46,323,48,299,67,282
"16821","SUB1",336,1560,281,1256,345,1557,424,1673,230,1011,345,2388,211,1477,401,2118
"16822","SMPDL3A",3,41,3,10,3,26,4,23,5,21,5,49,3,26,4,31
"16823","DBF4",148,747,153,600,97,535,210,924,33,164,176,796,45,260,194,737
"16824","SPIN1",300,1185,171,809,260,1132,281,1254,224,861,265,2092,158,1418,249,1670
"16825","RALBP1",340,1671,292,1273,426,1809,388,1667,422,1749,395,2227,358,1619,372,1879
"16826","ARHGAP27P1-BPTFP1-KPNA2P3",16,49,9,40,10,33,15,37,6,18,17,73,3,31,7,58
"16827","SRSF8",128,589,71,353,238,1030,131,655,298,1394,134,751,298,1475,139,802
"16828","APOBEC2",0,0,0,2,0,2,0,2,0,2,0,1,0,2,0,1
"16829","MORF4L1",524,2469,380,1564,505,2294,685,3101,384,1624,600,4411,345,2731,563,3717
"16830","PRDX3",719,3698,564,2392,488,2130,713,3037,511,2123,778,5580,381,3195,640,4434
"16831","GPR75",6,9,1,6,4,19,8,23,4,10,2,18,4,16,1,14
"16832","EHD1",92,517,103,486,385,1758,300,1243,128,643,172,763,276,939,268,832
"16833","AFG3L2",178,956,137,668,227,931,273,1021,174,814,213,1292,146,960,200,1194
"16834","POP1",142,703,145,652,188,849,220,854,175,710,157,879,123,867,178,826
"16835","UGT2A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16836","PRSS21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16837","MSL3",27,117,15,90,36,159,25,154,29,122,31,214,27,164,32,180
"16838","C11orf58",340,1680,193,964,331,1540,398,1654,319,1392,326,2372,214,1569,400,2024
"16839","KDELR1",381,1777,267,1178,365,1707,442,1796,343,1564,429,2928,185,1929,408,2357
"16840","SF3A3",282,1450,226,993,306,1469,339,1506,419,1861,356,1678,250,1606,356,1780
"16841","AP3M2",53,223,33,159,46,213,67,303,24,138,51,288,28,173,59,303
"16842","STARD3",41,325,70,248,81,309,98,397,57,266,96,484,40,310,76,372
"16843","HNRNPA0",405,1979,298,1360,551,2478,656,2807,311,1392,492,2876,259,2334,474,2724
"16844","BTG3",67,346,44,237,81,332,94,370,97,413,85,554,53,385,77,514
"16845","ERV3-1-ZNF117",4,21,3,8,2,17,2,22,5,13,3,24,2,14,7,18
"16846","CBX1",475,2243,320,1410,461,2080,627,2724,225,976,521,2866,254,1713,604,2720
"16847","SEC61B",84,400,62,256,115,482,134,492,120,534,115,769,102,617,136,664
"16848","TOMM34",186,945,153,617,234,1006,223,1037,182,702,194,1116,110,886,226,980
"16849","PDIA5",66,317,35,172,72,293,79,318,77,340,82,524,70,325,70,412
"16850","SERINC3",301,1288,160,796,286,1380,300,1298,294,1264,287,2089,249,1459,260,1687
"16851","OS9",211,1060,151,645,233,925,269,1092,279,1281,301,1633,155,977,290,1324
"16852","PNRC1",106,483,67,274,118,624,70,328,126,607,79,923,196,759,72,610
"16853","TMED2",789,3891,578,2621,605,2739,885,3605,625,2859,880,6034,437,3473,927,4825
"16854","LMAN2",208,1024,199,882,178,850,246,1025,215,1018,277,1441,124,872,271,1182
"16855","ERP29",281,1357,194,837,272,1145,323,1504,201,807,310,1918,122,1203,351,1525
"16856","SNORA50D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16857","SNORA80C",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"16858","SNORA10B",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"16859","SNORA11G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16860","SNORA15B-1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"16861","SNORA20B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16862","SNORA22B",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"16863","SNORA22C",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"16864","SNORA31B",1,5,1,5,2,5,1,4,2,6,3,5,0,9,0,5
"16865","SNORA40B",0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
"16866","SNORA40C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16867","SNORA48B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16868","SNORA63C",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"16869","SNORA63D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16870","SNORA68B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16871","SNORA70J",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16872","SNORA74C-1",0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
"16873","SNORA74D",1,4,2,8,0,2,1,4,0,3,1,3,0,0,2,3
"16874","SNORA79B",0,9,0,5,1,7,1,6,0,2,1,4,1,3,4,8
"16875","SNORA9B",1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1
"16876","SNORD31B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16877","SNORD38D",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"16878","SNORD65B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16879","SNORD65C",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"16880","SNORD77B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16881","SNORD3F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16882","SNORD3G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16883","SNORD3J",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16884","SNORD13F",0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0
"16885","SNORD13G",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"16886","SNORD13I",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"16887","SNORD13C",1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"16888","SNORD13D",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"16889","SNORD19C",0,0,0,1,0,1,0,4,0,1,0,4,0,0,0,3
"16890","SNORA30B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16891","SNORA70H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16892","SNORA75B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16893","SNORD70B",1,3,2,3,0,2,2,2,0,0,0,4,0,1,0,0
"16894","SNORD3I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16895","SNORA3C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16896","SNORA50B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16897","SNORA80D",0,1,1,1,0,0,0,2,0,2,0,1,0,0,1,2
"16898","SNORA11F",0,1,2,4,0,1,1,3,0,3,2,2,0,1,1,0
"16899","SNORA1B",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"16900","SNORA21B",0,3,1,3,1,2,0,2,0,0,1,0,0,3,1,5
"16901","SNORA24B",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"16902","SNORA35B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16903","SNORA41B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16904","SNORA63B",2,7,1,3,1,6,1,5,0,2,0,1,0,4,2,5
"16905","SNORA63E",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"16906","SNORA70I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"16907","SNORA74C-2",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"16908","SNORA77B",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"16909","SNORD28B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16910","SNORD53B",0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,1
"16911","SNORD63B",0,0,3,3,0,1,0,3,0,0,0,2,0,0,0,0
"16912","SNORD74B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16913","SNORD3E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16914","SNORD3H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16915","SNORD3K",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"16916","SNORD13H",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"16917","SNORD13B-1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"16918","SNORD13E",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"16919","SNORD13B-2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"16920","SNORA15B-2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"16921","SNORA58B",1,2,0,2,0,1,0,2,0,1,1,1,1,3,1,2
"16922","SNORD38C",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"16923","SNORD13J",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"16924","MLLT11",4,11,1,6,3,2,1,6,1,4,0,11,1,5,0,7
"16925","SNORD155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16926","SNORD157",2,6,1,18,0,1,0,8,1,1,1,2,0,1,0,4
"16927","SNORD159",0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
"16928","SNORD161",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"16929","SNORD162",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16930","SNORD165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16931","SNORD167",0,0,0,0,1,2,1,1,0,2,0,0,1,0,0,2
"16932","SNORD168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16933","SNORD170",0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
"16934","SNORA25B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16935","SNORD138",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"16936","SNORA113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16937","SNORA116",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16938","SNORA117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16939","SNORA119",0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0
"16940","SNORD147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16941","SNORD148",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"16942","SNORD150",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"16943","SNORD151",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"16944","SNORD175",0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1
"16945","SNORD158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16946","SNORD172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16947","SNORD145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16948","SNORD152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16949","SNORD154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16950","SNORD156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16951","SNORD160",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"16952","SNORD163",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"16953","SNORD166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16954","SNORD169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16955","SNORD173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"16956","SNORA112",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"16957","SNORA115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"16958","SNORA118",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"16959","SNORD146",0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"16960","SNORD149",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"16961","SNORD153",0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
"16962","SNORD164",0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"16963","SNORA114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16964","STIP1",972,4786,962,4427,1006,4387,1530,6591,794,3818,1282,6378,521,4007,1536,6108
"16965","IFI44L",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"16966","ACOT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16967","RAB40B",29,126,20,91,53,205,33,139,39,165,32,323,37,266,26,258
"16968","EBNA1BP2",185,1001,131,697,271,1225,321,1295,210,985,222,1220,217,1069,321,1215
"16969","CKAP4",223,973,178,754,266,1188,359,1413,181,697,287,1346,126,981,317,1275
"16970","HTD2",33,157,27,119,51,217,47,211,39,157,41,268,33,230,41,255
"16971","YWHAQ",1214,5684,1046,4488,1194,5290,1580,6656,831,3574,1297,8693,889,5243,1593,7806
"16972","TMED10",753,3738,445,2028,718,3286,783,3400,701,2865,695,5282,444,3437,799,4557
"16973","SNORA120",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"16974","FAM236C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16975","KRT7-AS",2,16,4,13,9,29,6,28,3,19,8,86,3,77,6,60
"16976","LINC01930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16977","LINC02231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16978","LINC02233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16979","LINC02236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16980","MIR4422HG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16981","MEF2C-AS2",3,12,3,18,2,8,7,14,2,8,2,39,1,13,4,20
"16982","TDRKH-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16983","POC1B-AS1",0,7,0,4,0,7,1,4,1,5,1,5,0,2,0,5
"16984","LNCSRLR",0,2,0,1,1,1,0,0,0,2,0,0,0,0,0,0
"16985","LINC02234",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"16986","LINC02238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16987","LINC02154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16988","TFAP2A-AS2",4,23,5,17,9,28,11,27,7,19,6,37,7,30,7,25
"16989","MIR4713HG",1,3,0,2,0,4,1,1,2,1,0,5,1,4,2,2
"16990","SNHG26",4,10,2,5,3,14,4,10,4,15,2,23,4,19,1,13
"16991","ZNF710-AS1",1,8,1,8,4,16,5,11,3,15,3,8,1,10,2,13
"16992","DM1-AS",3,19,3,16,2,22,3,18,6,20,4,33,5,27,3,25
"16993","SLC12A5-AS1",0,2,0,0,0,1,0,1,0,2,1,3,0,1,1,2
"16994","ASCC3",307,1466,240,983,594,2490,336,1395,770,3249,312,2023,863,3478,295,2261
"16995","ADIRF",86,432,61,260,129,604,98,443,157,661,94,724,133,640,111,529
"16996","UQCR11",95,720,94,424,253,1029,209,884,172,788,160,1177,160,961,207,948
"16997","CLP1",52,176,22,113,69,223,54,215,66,351,46,369,80,371,50,326
"16998","FERMT2",81,414,54,309,64,212,74,376,36,190,99,578,26,205,88,385
"16999","COPS6",134,805,180,799,223,1006,254,1164,180,756,209,1243,162,814,262,1108
"17000","RAB32",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"17001","MAPRE2",71,312,51,259,73,287,79,362,40,160,56,506,24,281,82,467
"17002","CCNI",707,3436,531,2434,741,3166,814,3417,720,3104,768,6696,502,3769,749,5009
"17003","KCNQ1OT1",11,36,12,68,11,49,8,44,6,24,7,53,10,75,7,103
"17004","GCN1",730,3324,737,3331,982,4599,1215,5192,772,3545,950,4960,959,5037,858,4909
"17005","MIR302CHG",23,105,22,91,25,115,24,110,25,81,20,104,19,64,30,96
"17006","RNA45SN4",232636,1051464,396014,1626324,248903,1000498,246729,965842,262619,1071342,257694,663851,308921,885288,248357,694057
"17007","RNA28SN4",169784,767878,296840,1227424,164448,657239,164251,645175,186741,737040,180350,447657,227872,552936,171691,434246
