"","SYMBOL","GSM1921811","GSM1921812","GSM1921813","GSM1921814","GSM1921815","GSM1921816","GSM1921817","GSM1921818"
"1","A1BG",41,145,183,128,89,115,44,194
"2","NAT2",0,2,2,0,0,0,0,0
"3","ADA",400,917,1322,885,1066,959,494,1357
"4","CDH2",429,138,1180,119,888,163,395,174
"5","AKT3",1154,2382,3182,2017,1668,1697,784,1961
"6","GAGE12F",0,0,0,0,0,0,0,0
"7","RNA5-8SN5",7,14,14,7,14,19,6,45
"8","RNA18SN5",2507,5374,7263,3712,5433,6296,2611,14750
"9","RNA28SN5",7030,16560,17981,12079,14374,16799,6426,28245
"10","TRY-GTA7-1",0,0,0,0,0,0,0,0
"11","TRY-GTA5-4",0,0,1,0,0,0,0,0
"12","TRF-GAA2-1",0,0,0,0,0,0,0,0
"13","TRF-GAA1-4",0,0,0,0,0,0,0,2
"14","TRH-GTG1-6",0,0,0,0,0,0,0,0
"15","LINC02584",0,1,0,0,0,0,0,0
"16","POU5F1P5",0,0,1,0,0,2,1,2
"17","ZBTB11-AS1",78,153,240,140,199,196,90,281
"18","MED6",368,708,1015,575,941,760,383,888
"19","NR2E3",4,2,15,6,7,8,4,10
"20","NAALAD2",81,83,206,109,115,101,31,105
"21","DUXB",0,0,2,0,0,0,0,0
"22","SNORD116-1",0,4,3,3,2,1,1,4
"23","SNORD116-2",1,1,5,1,2,2,0,2
"24","SNORD116-3",0,0,2,1,0,0,0,0
"25","SNORD116-4",4,13,15,10,10,5,2,12
"26","SNORD116-5",0,0,0,0,0,0,0,0
"27","SNORD116-6",1,2,2,1,1,4,0,0
"28","SNORD116-7",0,0,0,1,1,0,2,2
"29","SNORD116-8",0,0,2,0,0,0,0,1
"30","SNORD116-9",0,0,0,0,0,0,0,1
"31","SNORD116-10",0,0,0,0,0,0,0,0
"32","SNORD116-11",0,0,0,0,0,0,0,0
"33","SNORD116-12",0,0,0,1,0,0,0,1
"34","SNORD116-13",0,1,2,3,0,2,1,0
"35","SNORD116-14",0,1,2,3,1,0,1,2
"36","SNORD116-15",0,0,0,2,0,0,0,0
"37","SNORD116-16",0,1,0,0,0,1,0,0
"38","SNORD116-17",0,0,0,1,0,0,0,0
"39","SNORD116-18",0,0,1,0,1,1,0,0
"40","SNORD116-20",3,5,9,6,5,2,2,10
"41","SNORD116-21",6,9,17,10,11,6,4,7
"42","SNORD116-22",4,4,5,5,2,1,1,4
"43","SNORD116-23",0,0,0,2,1,1,0,4
"44","SNORD116-24",1,5,8,4,3,4,1,4
"45","SNORD116-25",0,0,0,0,0,0,0,0
"46","SNORD115-2",0,0,0,0,0,0,0,0
"47","SNORD116-26",0,0,0,0,0,0,0,0
"48","SNORD116-27",0,0,0,0,0,0,0,0
"49","SNORD115-3",0,0,0,0,0,0,0,0
"50","SNORD115-4",0,0,0,0,0,0,0,0
"51","SNORD115-5",0,0,0,0,0,0,0,0
"52","SNORD115-6",0,0,0,0,0,0,0,0
"53","SNORD115-7",0,0,0,0,0,0,0,0
"54","SNORD115-8",0,0,0,0,0,0,0,0
"55","SNORD115-9",0,0,0,0,0,0,0,0
"56","SNORD115-10",0,0,0,0,0,0,0,0
"57","SNORD115-11",0,0,0,0,0,0,0,0
"58","SNORD115-12",0,0,0,0,0,0,0,0
"59","SNORD115-13",0,0,0,0,0,0,0,0
"60","SNORD115-14",0,0,0,0,0,0,0,0
"61","SNORD115-15",0,0,0,0,0,0,0,0
"62","SNORD115-16",0,0,0,0,0,0,0,0
"63","SNORD115-17",0,0,0,0,0,0,0,0
"64","SNORD115-18",0,0,0,0,0,0,0,0
"65","SNORD115-19",0,0,0,0,0,0,0,0
"66","SNORD115-20",0,0,0,0,0,0,0,0
"67","SNORD115-21",0,0,0,0,0,0,0,0
"68","SNORD115-22",0,0,0,0,0,0,0,0
"69","SNORD115-23",0,0,0,0,0,0,0,0
"70","SNORD115-25",0,0,0,0,0,0,0,0
"71","SNORD115-26",0,0,0,0,0,0,0,0
"72","SNORD115-29",0,0,0,0,0,0,0,0
"73","SNORD115-30",0,0,0,0,0,0,0,0
"74","SNORD115-31",0,0,0,0,0,0,0,0
"75","SNORD115-32",0,0,0,0,0,0,0,0
"76","SNORD115-33",0,0,0,0,0,0,0,0
"77","SNORD115-34",0,0,0,0,0,0,0,0
"78","SNORD115-35",0,0,0,0,0,0,0,0
"79","SNORD115-36",0,0,0,0,0,0,0,0
"80","SNORD115-37",0,0,0,0,0,0,0,0
"81","SNORD115-38",0,0,0,0,0,0,0,0
"82","SNORD115-39",0,0,0,0,0,0,0,0
"83","SNORD115-40",0,0,0,0,0,0,0,0
"84","SNORD115-41",0,0,0,0,0,0,0,0
"85","SNORD115-42",0,0,0,0,0,0,0,0
"86","SNORD115-43",0,0,0,0,0,0,0,0
"87","SNORD115-44",0,0,0,0,0,0,0,0
"88","MIR675",0,2,1,0,1,2,1,2
"89","SNORD116-28",3,3,11,7,3,1,4,4
"90","SNORD116-29",0,0,0,0,0,0,0,0
"91","SNORD115-48",0,0,0,0,0,0,0,0
"92","PDZK1P1",20,35,57,42,43,40,16,32
"93","SNORD115-24",0,0,0,0,0,0,0,0
"94","SNORD115-27",0,0,0,0,0,0,0,0
"95","SNORD115-28",0,0,0,0,0,0,0,0
"96","SNORD115-45",0,0,0,0,0,0,0,0
"97","SNORD115-47",0,0,0,0,0,0,0,0
"98","DDTL",733,1256,2115,1067,1701,1496,696,1949
"99","TLX1NB",0,0,0,0,0,0,0,0
"100","NAALADL1",2,6,5,3,3,10,3,7
"101","CDKN2B-AS1",0,0,0,0,0,0,0,0
"102","GUSBP17",37,65,122,58,77,82,28,93
"103","SIGLEC14",0,1,1,1,0,0,0,0
"104","TRK-TTT3-4",0,1,0,0,0,0,0,2
"105","TRV-CAC1-5",0,0,0,0,1,0,1,0
"106","NINJ2-AS1",10,18,23,17,33,25,14,16
"107","ACOT8",125,351,462,293,397,358,133,471
"108","ABI1",863,1607,1850,1171,1721,1603,780,2009
"109","GNPDA1",857,1826,1547,848,2655,2402,732,1810
"110","MIMT1",0,0,0,0,0,0,0,0
"111","KCNE3",2,0,1,1,2,0,2,0
"112","ZBTB33",987,1661,2367,1338,2371,2143,794,1995
"113","SNHG8",1058,1889,2822,1516,2204,1892,820,2103
"114","GTF2IP4",1728,3549,4154,2951,3720,3911,1512,4326
"115","GS1-600G8.3",0,0,0,0,0,0,0,0
"116","CDH3",10417,21731,40434,24295,21069,17642,11704,30880
"117","TANK",526,909,1340,711,1149,938,441,878
"118","TTTY21B",0,0,0,0,0,0,0,0
"119","TTTY1B",0,0,0,0,0,0,0,0
"120","TTTY2B",0,0,0,0,0,0,0,0
"121","TTTY8B",0,0,0,0,0,0,0,0
"122","TTTY7B",0,0,0,0,0,0,0,0
"123","TTTY23B",0,0,0,0,0,0,0,0
"124","LOC100101148",6,12,59,17,15,10,9,19
"125","HAVCR1P1",0,3,6,0,0,1,2,2
"126","POM121C",3209,8300,9004,6844,7522,8296,2644,8205
"127","PMS2P7",27,81,99,65,87,73,20,90
"128","ZSCAN30",85,125,312,108,205,109,96,218
"129","H2BW3P",9,9,27,7,22,20,9,13
"130","ANKRD26P3",0,0,0,0,0,0,0,0
"131","SRA1",457,1056,1483,829,1117,1114,443,1322
"132","SNORD119",13,10,29,13,24,22,6,24
"133","SNORD121A",3,2,3,1,6,2,1,3
"134","SNORD125",6,22,24,11,27,20,7,21
"135","SNORD19B",70,89,186,81,140,110,47,95
"136","SNORD105B",0,1,2,0,0,0,0,1
"137","SNORD123",2,0,6,2,2,1,1,1
"138","UCKL1-AS1",85,196,342,200,203,238,79,278
"139","SNORD127",4,5,10,0,4,4,1,4
"140","SNORD126",1,0,1,0,0,1,0,2
"141","SNORD11B",1,2,6,2,5,4,0,5
"142","SNORD12B",83,142,262,186,223,209,51,232
"143","SNORD111B",0,0,2,0,0,0,0,0
"144","LIN28B-AS1",0,0,0,0,0,0,0,0
"145","LINC00583",0,0,0,0,0,0,0,0
"146","TMEM170B",45,61,114,62,174,97,63,122
"147","FAM138E",0,0,0,0,0,0,0,0
"148","SNORD58C",80,98,213,83,182,138,44,137
"149","SCARNA27",16,27,60,12,53,46,16,40
"150","SNORA84",1,4,2,2,2,4,1,4
"151","SNORA36C",0,0,0,0,0,0,0,0
"152","SNORA38B",2,2,2,3,2,2,2,7
"153","SNORA70B",0,0,1,1,0,0,0,0
"154","SNORA70C",0,0,0,0,0,0,0,0
"155","SNORA11B",0,0,0,0,0,0,0,0
"156","SNORA11C",0,0,0,0,0,0,0,0
"157","SNORA11D",0,0,0,0,0,0,0,0
"158","HOTAIR",23,46,91,46,59,62,34,56
"159","ZGLP1",16,14,65,29,38,25,15,35
"160","FAM86JP",34,63,57,48,77,87,25,80
"161","FMR1-AS1",0,0,4,2,4,2,1,3
"162","MIR298",0,2,5,1,1,2,0,0
"163","MIR300",0,0,0,0,0,0,0,0
"164","VTRNA2-1",0,0,0,1,0,0,0,0
"165","MIR509-2",0,0,0,0,0,0,0,0
"166","MIR450B",0,0,0,0,0,0,0,0
"167","MIR890",0,0,0,0,0,0,0,0
"168","MIR891B",0,0,0,0,0,0,0,0
"169","MIR888",0,0,0,0,0,0,0,0
"170","MIR892B",0,0,0,0,0,0,0,0
"171","MIR541",0,0,0,0,0,0,0,0
"172","MIR875",0,0,0,0,0,0,0,0
"173","MIR876",0,0,0,0,0,0,0,0
"174","MIR147B",26,47,98,41,108,54,88,191
"175","MIR744",0,0,0,0,1,0,0,0
"176","MIR877",2,4,5,4,6,6,5,5
"177","MIR665",0,0,0,0,0,0,0,0
"178","MIR873",0,0,0,0,0,0,0,0
"179","MIR374B",1,0,3,0,1,2,1,0
"180","MIR301B",0,0,0,0,0,0,0,0
"181","MIR216B",0,0,0,0,0,0,0,0
"182","MIR920",0,0,0,0,0,0,0,0
"183","MIR922",21,25,48,27,35,29,15,32
"184","MIR924",0,0,0,0,0,0,0,0
"185","MIR934",0,0,0,0,0,0,0,0
"186","MIR935",0,0,0,0,0,0,0,0
"187","MIR936",253,858,625,455,511,622,115,588
"188","MIR938",0,0,0,0,0,1,0,0
"189","MIR940",2,1,4,3,1,3,1,3
"190","MIR941-1",0,1,1,1,1,1,1,1
"191","MIR941-4",1,0,1,0,1,0,0,1
"192","MIR942",1,1,2,4,0,2,0,1
"193","MIR943",19,39,54,31,59,58,25,63
"194","MIR708",1,2,4,2,2,1,0,3
"195","MIR885",0,0,0,0,0,0,0,0
"196","MIR543",0,0,0,0,0,0,0,0
"197","MIR208B",0,0,0,0,0,0,0,0
"198","MIR509-3",0,0,0,0,0,0,0,0
"199","MIR937",86,215,241,152,175,162,54,218
"200","MIR941-2",0,1,0,0,0,1,0,0
"201","MIR944",0,0,0,0,0,0,0,0
"202","MIR891A",0,0,0,0,0,0,0,0
"203","MIR892A",0,0,0,0,0,0,0,0
"204","MIR874",0,0,0,0,0,0,0,0
"205","MIR889",0,0,0,0,0,0,0,0
"206","MIR190B",0,0,0,0,0,0,0,0
"207","MIR887",0,0,0,0,0,0,0,0
"208","MIR760",0,1,0,0,0,1,0,0
"209","MIR921",0,0,0,0,0,0,0,0
"210","MIR933",0,1,0,0,0,0,0,0
"211","MIR939",69,158,262,158,201,206,63,258
"212","MIR941-3",0,0,0,0,0,1,0,0
"213","MIR297",0,0,0,0,0,0,0,0
"214","MIR365A",0,1,1,0,0,1,1,1
"215","MIR365B",0,0,0,0,0,1,0,0
"216","LOC100126447",0,0,1,0,1,1,0,2
"217","GJE1",0,0,0,0,0,0,0,0
"218","LOC100126584",0,1,4,0,0,3,1,3
"219","LINC00322",0,0,0,0,0,0,1,0
"220","SNAR-G1",0,0,0,0,0,0,0,0
"221","SNAR-F",0,0,0,0,0,0,0,0
"222","NAV2-AS6",79,236,198,129,156,173,55,208
"223","EGOT",0,5,1,0,3,1,3,8
"224","GHRLOS",32,79,96,52,55,70,25,63
"225","SNAR-A1",0,0,0,0,0,0,0,0
"226","SNAR-A2",0,0,0,0,0,0,0,0
"227","SNAR-A12",0,0,0,0,0,0,0,0
"228","MINAR2",0,0,0,0,0,0,0,0
"229","SLCO4A1-AS1",149,369,372,248,488,540,140,477
"230","HECW1-IT1",0,0,0,0,0,0,1,0
"231","LOC100127955",0,6,2,2,0,1,0,3
"232","KRT73-AS1",0,0,3,19,2,1,0,35
"233","C8orf88",0,1,3,1,3,4,0,1
"234","LOC100128002",0,0,0,0,0,0,0,0
"235","ARHGAP44-AS1",0,0,0,0,0,0,0,0
"236","DPPA2P3",0,0,0,0,0,0,0,0
"237","WWTR1-AS1",1,6,7,3,7,7,6,12
"238","PLCE1-AS1",0,0,1,1,0,0,1,1
"239","SMARCA5-AS1",66,146,160,84,218,197,77,228
"240","LOC100128059",0,0,0,0,1,0,0,0
"241","FAM229A",17,10,43,8,17,7,9,22
"242","LOC100128076",2,2,10,3,4,1,4,3
"243","LOC100128079",13,22,29,25,22,23,10,31
"244","JAZF1-AS1",7,36,23,27,18,24,8,24
"245","ST8SIA6-AS1",0,1,0,0,0,0,1,0
"246","UBE2Q2P13",0,0,0,0,0,1,0,2
"247","HGC6.3",0,0,0,0,0,0,0,0
"248","STAU2-AS1",0,1,3,1,0,1,0,1
"249","ADGRA1-AS1",0,0,0,0,0,0,0,0
"250","LINC01233",0,0,0,0,0,0,0,0
"251","LOC100128164",1,1,7,2,1,2,2,1
"252","UST-AS1",9,29,25,19,31,24,10,31
"253","TMPO-AS1",147,297,333,216,475,480,214,554
"254","LINC02324",0,0,0,0,0,1,0,0
"255","LINC02731",2,4,4,1,4,5,0,2
"256","ZNF667-AS1",0,0,0,0,0,0,0,0
"257","LOC100128253",3,4,7,5,3,0,1,8
"258","WASIR1",0,0,2,0,0,1,1,4
"259","TNK2-AS1",23,73,84,31,66,76,23,70
"260","HTR5A-AS1",0,0,0,0,0,0,0,0
"261","LOC100128276",0,0,0,0,0,0,0,0
"262","DNM1P35",0,2,13,4,2,5,0,6
"263","LOC100128288",3,5,8,7,12,4,2,5
"264","DLG5-AS1",14,34,51,25,101,75,23,60
"265","LOC100128310",0,0,0,0,0,0,0,0
"266","LOC100128317",0,0,0,0,0,0,0,0
"267","LINC03008",0,0,0,0,0,0,0,0
"268","TRAPPC3L",0,0,0,0,0,0,1,0
"269",NA,283,595,1385,1030,707,808,322,1127
"270","LOC100128340",6,14,20,21,4,3,2,13
"271","LOC100128361",26,62,104,48,57,63,23,75
"272","LINC00696",14,14,19,13,14,12,1,7
"273","FAM225B",42,118,156,106,97,117,51,162
"274","ARHGAP42-AS1",2,4,2,2,5,4,0,4
"275","LOC100128398",0,0,2,1,0,0,0,3
"276","LINC00892",0,0,0,0,0,0,0,0
"277","LOC100128494",1186,3056,4648,3286,3066,3377,1574,5137
"278","SCP2D1-AS1",0,1,0,0,0,0,0,0
"279","ASTN2-AS1",0,0,0,0,0,0,0,0
"280","NEBL-AS1",1,0,1,2,2,2,3,5
"281","KIAA1671-AS1",2,4,9,6,3,2,3,10
"282","MIR29B2CHG",64,107,293,132,188,131,52,225
"283","CTAGE4",353,722,1123,610,695,651,278,764
"284","LINC02347",0,0,0,0,0,0,0,0
"285","MYHAS",0,0,0,0,0,0,0,0
"286","RANBP3-DT",16,9,20,15,41,42,11,50
"287","TEKTIP1",243,608,1157,704,504,612,276,1104
"288","SLC8A1-AS1",0,0,0,0,0,0,0,0
"289","LOC100128593",0,0,0,0,0,0,0,0
"290","TMSB15B-AS1",8,10,45,16,33,30,7,31
"291","CDC42P3",0,1,1,4,3,2,1,2
"292","ACVR2B-AS1",3,8,5,3,7,5,3,5
"293","LOC100128653",101,302,529,296,373,382,106,474
"294","HPN-AS1",0,0,1,1,0,0,0,0
"295","LINC01531",0,0,0,0,0,0,0,0
"296","GPR50-AS1",0,0,0,0,1,0,0,0
"297","LINC02346",0,0,0,0,0,0,0,0
"298","OST4",638,1563,2078,1404,1551,1327,701,1869
"299","RBPMS-AS1",13,47,42,35,37,50,25,66
"300","LOC100128770",41,65,223,128,94,93,45,156
"301","ERCC6L2-AS1",51,102,184,78,187,141,64,159
"302","LINC01349",0,0,0,0,0,0,0,0
"303","SRRM2-AS1",11,15,25,13,22,18,9,23
"304","GPR158-AS1",0,0,0,1,0,0,0,0
"305",NA,3,4,15,6,3,9,1,5
"306","LINC01003",58,97,103,66,143,106,60,144
"307","VPS9D1-AS1",322,783,1090,740,824,868,279,915
"308","ZFPM1-AS1",2,6,4,2,2,0,0,1
"309","LOC100128885",0,0,0,0,0,0,0,0
"310","FAM66B",14,35,23,20,24,33,11,34
"311","GATA6-AS1",7,4,17,5,11,6,3,16
"312","LINC01960",0,0,0,0,1,0,0,0
"313","CIROP",2,7,7,5,6,5,4,10
"314","ZBTB42",45,85,125,64,116,85,58,158
"315","LINC01310",0,0,0,0,0,0,0,0
"316","LOC100128966",15,6,15,9,27,13,5,14
"317","MAPT-AS1",0,0,0,0,0,0,0,0
"318","LOC100128988",0,0,1,0,0,0,0,1
"319","LOC100128993",0,0,0,0,0,0,0,0
"320","C20orf181",0,0,0,0,0,0,0,0
"321","PCBP3-AS1",0,0,0,0,0,0,0,0
"322","PKP4-AS1",76,140,211,117,201,183,73,196
"323","LOC100129034",792,1607,2463,1322,2006,1873,794,2072
"324","BCAR3-AS1",57,169,163,131,153,169,55,175
"325","CCNYL4",0,1,0,0,0,0,0,0
"326","SEMA3F-AS1",231,411,796,400,570,525,186,524
"327","LOC100129066",0,0,0,0,0,0,0,0
"328","KTN1-AS1",34,46,72,46,98,81,36,79
"329","SIGLEC10-AS1",0,0,1,0,1,2,0,2
"330","BTNL10P",0,1,2,0,1,1,1,1
"331","LOC100129098",0,0,0,0,0,0,0,0
"332","KHDC1L",3,6,16,6,3,9,3,6
"333","TDH-AS1",0,0,0,0,0,0,0,0
"334","LOC100129138",0,1,1,1,2,1,0,0
"335","LOC100129148",171,407,477,338,407,428,148,455
"336","LOC100129175",0,0,1,0,0,1,0,0
"337","ZSCAN16-AS1",37,68,111,51,87,62,33,77
"338","MATN1-AS1",61,95,116,65,123,86,33,100
"339","LOC100129203",0,0,1,1,2,1,3,0
"340","SLC39A12-AS1",0,0,0,0,0,0,0,0
"341","LOC100129215",4,5,15,12,8,5,4,13
"342","DEFB131B",3,5,5,4,7,6,2,5
"343","THCAT155",0,0,0,0,0,0,0,0
"344","CXorf51A",0,0,0,0,0,0,0,0
"345","SMIM27",34,52,100,53,92,59,23,78
"346","LINC01160",2,2,5,4,3,0,1,1
"347","C1orf68",0,0,0,1,0,0,0,0
"348","TDRD15",0,0,0,0,0,0,0,0
"349","LOC100129291",3,2,5,0,4,4,8,10
"350","CD200R1L-AS1",0,0,0,0,2,0,0,0
"351","LOC100129307",0,0,0,0,0,0,0,1
"352","LOC100129316",0,1,1,1,1,0,0,1
"353","LINC02291",0,0,0,0,0,0,0,0
"354","LINC00484",1,0,0,1,2,0,0,1
"355","NRADDP",10,19,34,14,23,17,9,27
"356","SMIM10L1",234,399,765,389,507,350,227,511
"357","LINC03041",0,0,1,0,0,0,0,0
"358","GABPB1-AS1",88,140,251,111,282,189,85,244
"359","FAM106C",10,13,28,8,18,25,9,26
"360","MSTO2P",748,1408,2155,1218,2012,1696,632,1949
"361","FAM236A",0,0,0,0,0,0,0,0
"362","RPL19P12",5,9,16,11,17,8,5,14
"363","DDC-AS1",0,0,0,0,0,0,0,0
"364","LOC100129434",0,0,0,0,0,1,0,1
"365","LOC100129455",0,0,0,0,0,0,0,0
"366","DPY19L1P1",69,106,157,97,168,155,54,188
"367","LYRM4-AS1",26,51,46,38,52,46,29,54
"368","LINC01546",0,0,0,0,2,1,0,0
"369","MKRN2OS",31,52,124,56,90,77,35,85
"370","ZNF37BP",1032,1590,3542,1715,2638,2191,739,1977
"371","LINC02983",11,35,51,31,35,33,15,44
"372",NA,6,32,49,32,19,16,4,32
"373","ETDB",1,2,2,1,1,2,1,1
"374","LINC02012",8,10,26,14,20,15,8,19
"375","SOD2-OT1",49,133,156,84,139,141,65,167
"376","TEX13C",0,0,0,0,0,0,0,0
"377","MUC8",0,0,1,0,0,0,0,0
"378","LOC100129534",10,8,23,6,9,5,4,15
"379","LOC100129540",1,1,2,0,0,2,1,4
"380","ZNF730",1,0,0,0,1,0,0,1
"381","LINC02035",168,208,440,196,279,211,86,199
"382","FAM47E",3,6,12,3,6,5,4,14
"383","LINC00462",0,0,0,0,0,0,0,0
"384","LOC100129603",0,0,0,1,0,0,0,1
"385","LOC100129617",0,10,14,7,13,14,6,19
"386","PLPPR5-AS1",0,0,0,0,0,0,0,0
"387","OR2W1-AS1",0,1,0,0,1,0,0,0
"388","TCF24",0,0,0,0,0,0,0,0
"389","FGF13-AS1",0,0,0,0,0,0,0,0
"390","IZUMO3",0,0,0,0,0,0,0,0
"391","LOC100129697",0,0,0,0,0,0,0,0
"392","ARRDC3-AS1",11,20,34,10,23,25,9,22
"393","STPG3-AS1",1,2,2,1,0,0,3,0
"394","MAPRE3-AS1",2,1,1,1,0,0,0,1
"395","LINC01126",6,12,16,7,22,21,4,12
"396","MIR193BHG",12,14,39,19,21,11,10,23
"397","CCDC152",40,6,101,4,114,5,40,11
"398","SLC25A21-AS1",28,33,81,37,65,50,33,74
"399","ZNF807P",4,5,4,7,5,8,2,5
"400","IRAG1-AS1",0,1,3,2,1,1,0,3
"401","COL4A2-AS2",34,84,183,125,144,122,80,261
"402","ZNF737",64,152,175,118,127,145,69,176
"403","PCOLCE-AS1",4,3,11,3,11,11,3,11
"404","SCOC-AS1",5,1,12,3,19,19,6,10
"405","DYM-AS1",6,4,7,5,14,8,2,7
"406","PCGF3-AS1",69,147,216,117,191,169,46,178
"407","TMEM269",1,2,3,1,1,1,2,4
"408","LOC100129931",564,1314,1733,1121,1525,1461,680,1828
"409","LOC100129935",0,0,0,0,0,0,0,0
"410","HMGA2-AS1",51,84,114,65,64,85,9,37
"411","CCNT2-AS1",17,29,41,27,39,40,9,24
"412","FAM205C",0,0,0,0,0,1,0,0
"413","CERNA1",42,53,145,68,100,81,42,94
"414","LINC01460",0,0,0,0,1,1,0,3
"415","HDAC6",552,1066,1892,1093,1491,1182,617,1612
"416","URAHP",74,143,267,146,178,182,72,217
"417","FTLP10",0,0,0,0,0,0,0,0
"418","LOC100130027",68,166,190,128,115,118,37,167
"419","LOC100130075",1,0,1,0,1,0,0,0
"420","HSFX2",6,11,24,13,8,9,4,10
"421","LOC100130111",0,0,0,1,0,1,0,0
"422","MAPT-IT1",0,0,0,0,0,0,0,0
"423","MIR124-2HG",0,0,0,0,0,0,0,0
"424","FAM13B-AS1",10,15,32,15,26,22,11,34
"425","EFCAB14-AS1",97,177,255,134,267,217,121,214
"426","LOC100130207",1,3,13,5,4,2,3,4
"427","LINC00861",0,0,1,0,0,0,0,0
"428","LOC100130238",13,34,45,23,10,8,6,31
"429","LINC02961",0,0,0,0,0,0,0,0
"430","LOC100130256",0,0,0,0,0,0,0,0
"431","SLC24A3-AS1",0,0,0,0,0,0,0,0
"432","LOC100130268",0,0,0,0,0,0,0,0
"433","CCDC166",0,0,2,1,0,1,0,0
"434","TFAP2A-AS1",79,153,295,179,181,179,94,277
"435","LOC100130283",71,144,232,124,148,123,76,205
"436","LOC100130298",0,0,0,1,0,0,0,1
"437","C8orf89",0,0,1,0,0,2,0,0
"438","SUPT20HL1",0,0,0,0,0,0,0,0
"439","C17orf107",13,13,81,26,14,13,14,36
"440","LOC100130331",0,3,6,5,3,1,1,7
"441","SCGB2B3P",0,0,0,0,0,0,0,0
"442","LOC100130345",0,0,0,0,1,0,0,0
"443","TMEM262",3,10,17,6,7,7,3,8
"444","LOC100130357",8,8,23,12,19,11,6,13
"445","CXorf49",27,15,67,14,88,41,101,166
"446","LINC03048",0,0,1,0,0,0,0,0
"447","EPB41L1-AS1",0,0,1,0,0,1,0,3
"448","LINC00552",1,0,0,0,0,0,0,1
"449","LINC02593",0,0,6,1,0,2,1,0
"450","CECR7",123,231,465,226,293,310,120,306
"451","GPC1-AS1",3,10,17,9,4,9,2,6
"452","SPAG16-DT",0,0,0,0,0,0,1,1
"453","LOC100130452",0,2,1,0,1,0,0,1
"454","CAND1.11",0,0,0,0,0,0,0,0
"455","WAKMAR2",21,43,106,50,32,51,17,62
"456","LINC01387",0,0,0,0,0,0,0,0
"457","TMEM221",1,1,3,2,0,0,0,2
"458","CD300H",0,0,0,0,0,0,0,0
"459","PARD6G-AS1",11,34,67,35,54,46,14,81
"460","LINC02881",0,0,0,0,0,0,0,0
"461","LOC100130548",4,18,38,8,8,17,4,22
"462","NFYC-AS1",114,181,250,134,287,223,86,222
"463","LINC00910",19,28,42,14,39,32,14,29
"464","LOC100130587",0,0,0,0,0,0,0,0
"465","PRR32",0,0,0,0,0,0,0,0
"466","LOC100130673",0,0,0,0,0,0,0,0
"467","LOC100130691",27,45,87,42,72,35,22,44
"468","LOC100130698",0,1,1,1,1,2,1,0
"469","TP53TG3HP",0,0,0,0,0,0,0,0
"470","LRRC58-DT",58,129,325,157,98,102,103,295
"471","ATP6V1FNB",12,27,18,8,18,19,6,18
"472","HDHD5-AS1",4,4,4,3,8,8,1,4
"473","LRRC70",4,3,6,3,3,1,4,4
"474","LRRC69",35,58,128,73,79,51,24,75
"475","LOC100130744",116,229,334,176,234,217,82,226
"476","EFCAB10",154,262,391,229,290,320,110,312
"477","AGAP2-AS1",94,230,223,150,194,235,96,278
"478","SBK3",0,0,0,0,0,1,0,0
"479","LOC100130849",0,0,0,0,0,0,0,0
"480","USP3-AS1",109,179,290,173,228,197,84,192
"481","LOC100130872",0,1,1,0,4,0,0,2
"482","CREB3L2-AS1",0,0,0,1,0,0,0,1
"483","ATE1-AS1",5,6,8,4,4,10,1,5
"484","PSORS1C3",7,11,33,20,34,18,18,21
"485","TSTD3",131,205,394,219,275,256,94,284
"486","VAC14-AS1",14,50,74,46,67,47,31,86
"487","SMIM6",6,3,7,5,2,3,0,4
"488","ZNF663P",0,0,0,0,0,0,0,0
"489","CSAG4",0,0,0,0,0,0,0,0
"490","ZNF594-DT",3,12,14,15,9,13,5,20
"491","LINC01502",0,0,0,0,0,0,0,0
"492","SYCE1L",41,63,116,49,106,71,42,92
"493","LOC100130964",0,0,0,0,0,0,0,0
"494","LINC02901",0,4,2,2,4,5,5,4
"495","LOC100130987",24,53,40,28,72,73,22,78
"496","SPATA48",0,0,0,0,0,0,0,0
"497","LOC100130992",1,10,10,9,8,9,3,12
"498","ZNF316",951,2522,2893,1852,2443,2574,817,2974
"499","DNAH8-AS1",0,0,0,0,0,0,0,0
"500","LINC01135",0,6,3,2,1,0,3,4
"501","CKMT2-AS1",43,93,148,58,156,117,52,132
"502","SRP14-DT",15,13,32,11,32,12,15,18
"503","DPP9-AS1",184,654,707,497,469,623,186,718
"504",NA,5,10,16,10,6,7,1,8
"505","LOC100131107",0,0,0,0,0,0,0,0
"506","ZBTB20-AS1",0,0,1,1,0,0,0,1
"507","BSPH1",0,0,0,0,0,0,0,0
"508","LINC01405",0,0,4,0,1,0,1,1
"509","WDR86-AS1",0,0,0,0,0,0,0,0
"510","TSTD1",64,81,160,91,140,96,66,130
"511","CCDC183-AS1",31,36,92,40,37,31,15,48
"512","RPL21P28",198,437,281,247,312,426,170,458
"513","SNAP25-AS1",0,0,0,0,0,0,0,0
"514","NEMP2",1771,3354,4625,2872,3636,3538,1228,3270
"515","ZNF503-AS2",33,48,66,34,48,65,26,44
"516","MIR181A1HG",2,2,3,1,2,3,0,1
"517","ANKRD63",0,0,1,0,0,1,1,1
"518","LOC100131257",0,0,2,0,0,0,0,0
"519","LOC100131289",18,21,48,23,40,43,19,47
"520","DPEP2NB",0,0,0,0,0,1,1,2
"521","GREM1-AS1",0,0,0,0,0,1,0,0
