"","SYMBOL","GSM7918567","GSM7918568","GSM7918569","GSM7918570","GSM7918571","GSM7918572","GSM7918573","GSM7918574","GSM7918575","GSM7918576","GSM7918577","GSM7918578"
"57","SNORD115-11",0,0,0,0,0,0,0,0,0,0,0,0
"58","SNORD115-12",0,0,0,0,0,0,0,0,0,0,0,0
"59","SNORD115-13",0,0,0,0,0,0,0,0,0,0,0,0
"60","SNORD115-14",0,0,0,0,0,0,0,0,0,0,0,0
"61","SNORD115-15",0,0,0,0,0,0,0,0,0,0,0,0
"62","SNORD115-16",0,0,0,0,0,0,0,0,0,0,0,0
"63","SNORD115-17",0,0,0,0,0,0,0,0,0,0,0,0
"64","SNORD115-18",0,0,0,0,0,0,0,0,0,0,0,0
"65","SNORD115-19",0,0,0,0,0,0,0,0,0,0,0,0
"66","SNORD115-20",0,0,0,0,0,0,0,0,0,0,0,0
"67","SNORD115-21",0,0,0,0,0,0,0,0,0,0,0,0
"68","SNORD115-22",0,0,0,0,0,0,0,0,0,0,0,0
"69","SNORD115-23",0,0,0,0,0,0,0,0,0,0,0,0
"70","SNORD115-25",0,0,0,0,0,0,0,0,0,0,0,0
"71","SNORD115-26",0,0,0,0,0,0,0,0,0,0,0,0
"72","SNORD115-29",0,0,0,0,0,0,0,0,0,0,0,0
"73","SNORD115-30",0,0,0,0,0,0,0,0,0,0,0,0
"74","SNORD115-31",0,0,0,0,0,0,0,0,0,0,0,0
"75","SNORD115-32",0,0,0,0,0,0,0,0,0,0,0,0
"76","SNORD115-33",0,0,0,0,0,0,0,0,0,0,0,0
"77","SNORD115-34",0,0,0,0,0,0,0,0,0,0,0,0
"78","SNORD115-35",0,0,0,0,0,0,0,0,0,0,0,0
"79","SNORD115-36",0,0,0,0,0,0,0,0,0,0,0,0
"80","SNORD115-37",0,0,0,0,0,0,0,0,0,0,0,0
"81","SNORD115-38",0,0,0,0,0,0,0,0,0,0,0,0
"82","SNORD115-39",0,0,0,0,0,0,0,0,0,0,0,0
"83","SNORD115-40",0,0,0,0,0,0,0,0,0,0,0,0
"84","SNORD115-41",0,0,0,0,0,0,0,0,0,0,0,0
"85","SNORD115-42",0,0,0,0,0,0,0,0,0,0,0,0
"86","SNORD115-43",0,0,0,0,0,0,0,0,0,0,0,0
"87","SNORD115-44",0,0,0,0,0,0,0,0,0,0,0,0
"88","MIR675",5,3,10,7,2,1,3,1,0,3,2,8
"89","SNORD116-28",0,0,0,0,0,0,0,0,0,0,0,0
"90","SNORD116-29",0,0,0,0,0,0,0,0,0,0,0,0
"91","SNORD115-48",0,0,0,0,0,0,0,0,0,0,0,0
"92","PDZK1P1",207,86,208,37,31,19,13,15,5,19,19,23
"93","SNORD115-24",0,0,0,0,0,0,0,0,0,0,0,0
"94","SNORD115-27",0,0,0,0,0,0,0,0,0,0,0,0
"95","SNORD115-28",0,0,0,0,0,0,0,0,0,0,0,0
"96","SNORD115-45",0,0,0,0,0,0,0,0,0,0,0,0
"97","SNORD115-47",0,0,0,0,0,0,0,0,0,0,0,0
"98","DDTL",501,561,596,569,588,549,564,644,863,504,499,572
"99","TLX1NB",17,38,14,2,0,2,4,5,9,8,8,9
"100","NAALADL1",4,0,3,14,13,4,4,3,1,1,7,5
"101","CDKN2B-AS1",123,56,164,293,274,284,121,126,94,120,155,152
"102","GUSBP17",11,10,24,38,47,65,28,24,10,29,34,62
"103","SIGLEC14",0,0,0,1,0,1,1,0,0,1,1,1
"104","TRK-TTT3-4",0,0,0,0,0,0,0,0,0,0,0,0
"105","TRV-CAC1-5",0,0,0,0,2,0,0,0,0,1,3,0
"106","NINJ2-AS1",54,67,62,71,80,62,19,20,15,34,39,34
"107","ACOT8",475,591,454,658,707,678,319,439,492,405,429,482
"108","ABI1",1169,817,1302,1300,1352,1140,1090,1291,636,884,1306,1495
"109","GNPDA1",1160,1041,1237,1221,1169,1047,970,1030,848,1056,1160,1389
"110","MIMT1",0,0,0,0,0,0,0,0,0,0,0,0
"111","KCNE3",0,0,0,0,0,0,0,0,0,0,0,0
"112","ZBTB33",697,577,774,598,629,529,777,1183,594,719,989,1242
"113","SNHG8",417,432,387,153,122,146,504,511,623,321,255,410
"114","GTF2IP4",4672,3168,5452,5678,5674,5023,2859,3433,1838,3127,4104,4789
"115","GS1-600G8.3",0,0,0,0,1,0,1,0,0,0,0,0
"116","CDH3",2237,1622,2409,3192,3067,2585,1999,2219,1418,2247,2571,2770
"117","TANK",1329,978,1398,1272,1246,1029,812,1175,636,980,1222,1280
"118","TTTY21B",0,0,0,0,0,0,0,0,0,0,0,0
"119","TTTY1B",0,0,0,0,0,0,0,0,0,0,0,0
"120","TTTY2B",0,0,0,0,0,0,0,0,0,0,0,0
"121","TTTY8B",0,0,0,0,0,0,0,0,0,0,0,0
"122","TTTY7B",0,0,0,0,0,0,0,0,0,0,0,0
"123","TTTY23B",0,0,0,0,0,0,0,0,0,0,0,0
"124","LOC100101148",27,13,37,122,93,111,20,19,14,25,35,38
"125","HAVCR1P1",1,0,4,18,20,13,2,7,3,10,13,21
"126","POM121C",1739,1411,1943,2648,2638,2442,1687,1908,832,1722,2539,2961
"127","PMS2P7",70,44,90,102,95,95,62,122,78,85,90,119
"128","ZSCAN30",36,20,57,55,77,75,28,56,16,55,95,122
"129","H2BW3P",3,4,9,11,4,10,0,0,1,0,0,0
"130","ANKRD26P3",0,0,0,0,0,0,0,0,0,0,0,0
"131","SRA1",510,537,598,1442,1396,1292,420,552,624,733,737,747
"132","SNORD119",6,6,12,4,13,7,6,2,6,1,3,5
"133","SNORD121A",0,0,0,0,1,4,0,1,0,0,3,0
"134","SNORD125",14,19,24,42,38,38,15,18,1,15,22,29
"135","SNORD19B",17,6,32,29,21,22,18,26,10,19,33,31
"136","SNORD105B",0,0,0,0,0,0,0,1,0,0,0,0
"137","SNORD123",0,0,0,0,0,0,0,0,0,0,0,0
"138","UCKL1-AS1",154,151,191,355,346,324,127,162,130,142,169,172
"139","SNORD127",1,0,3,6,5,1,1,4,0,0,2,2
"140","SNORD126",0,0,0,0,0,1,0,0,0,2,0,0
"141","SNORD11B",0,0,0,3,0,0,0,1,0,0,1,0
"142","SNORD12B",5,5,5,15,21,26,12,6,2,6,10,12
"143","SNORD111B",0,0,0,0,0,0,0,0,0,1,0,0
"144","LIN28B-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"145","LINC00583",0,0,0,0,0,0,0,0,0,0,0,0
"146","TMEM170B",325,241,296,292,254,226,244,359,148,281,380,415
"147","FAM138E",0,0,0,0,0,0,0,0,0,0,0,0
"148","SNORD58C",24,18,28,56,60,46,35,28,44,24,35,49
"149","SCARNA27",2,0,5,6,1,6,0,3,0,2,5,6
"150","SNORA84",1,0,0,1,1,0,1,1,0,0,0,0
"151","SNORA36C",0,0,0,0,0,2,0,0,0,0,0,0
"152","SNORA38B",0,0,0,1,2,1,0,2,0,1,2,2
"153","SNORA70B",0,0,0,4,1,1,0,0,5,0,0,0
"154","SNORA70C",0,0,0,0,0,0,0,0,0,0,0,0
"155","SNORA11B",0,0,0,0,0,1,0,0,0,0,0,0
"156","SNORA11C",0,0,0,0,0,0,0,0,0,0,0,0
"157","SNORA11D",1,2,4,0,2,2,1,0,0,0,1,1
"158","HOTAIR",33,7,52,65,62,76,59,51,34,61,64,80
"159","ZGLP1",82,45,83,108,142,128,25,31,30,37,42,27
"160","FAM86JP",280,290,293,197,229,154,245,256,182,156,153,185
"161","FMR1-AS1",0,0,2,5,0,0,2,0,0,1,2,3
"162","MIR298",8,8,15,26,33,38,8,8,4,12,21,10
"163","MIR300",0,0,0,0,0,0,0,0,0,0,0,0
"164","VTRNA2-1",0,0,0,0,0,0,0,0,0,0,0,0
"165","MIR509-2",0,0,0,0,0,0,0,0,0,0,0,0
"166","MIR450B",1,0,0,0,0,0,0,0,0,0,0,0
"167","MIR890",0,0,0,0,0,0,0,0,0,0,0,0
"168","MIR891B",0,0,0,0,0,0,0,0,0,0,0,0
"169","MIR888",0,0,0,0,0,0,0,0,0,0,0,0
"170","MIR892B",0,0,0,0,0,0,0,0,0,0,0,0
"171","MIR541",0,0,0,0,0,0,0,0,0,0,0,0
"172","MIR875",0,0,0,0,0,0,0,0,0,0,0,0
"173","MIR876",0,0,0,0,0,0,0,0,0,0,0,0
"174","MIR147B",2,4,2,4,1,3,0,0,0,1,0,1
"175","MIR744",0,0,0,0,0,0,0,0,0,0,0,0
"176","MIR877",2,2,15,14,19,15,5,8,1,6,14,12
"177","MIR665",0,0,0,0,0,0,0,0,0,0,0,0
"178","MIR873",0,0,0,0,0,0,0,0,0,0,0,0
"179","MIR374B",0,1,0,2,0,3,1,1,1,0,2,3
"180","MIR301B",0,0,0,0,0,0,0,0,0,0,0,0
"181","MIR216B",0,0,0,0,0,0,0,0,0,0,0,0
"182","MIR920",0,0,0,0,0,0,0,0,0,0,0,0
"183","MIR922",21,20,32,42,44,34,13,21,9,10,30,32
"184","MIR924",0,0,0,0,0,0,0,0,0,0,0,0
"185","MIR934",0,0,0,0,0,0,0,0,0,0,0,0
"186","MIR935",0,0,0,0,1,0,0,0,0,0,0,0
"187","MIR936",0,0,0,0,0,1,0,1,0,0,2,2
"188","MIR938",0,0,0,0,0,1,0,0,0,0,0,0
"189","MIR940",2,0,6,14,14,18,7,4,0,1,4,8
"190","MIR941-1",0,0,0,2,0,2,0,0,0,0,0,1
"191","MIR941-4",0,0,0,0,0,0,0,0,0,0,0,0
"192","MIR942",0,0,0,3,4,5,0,2,0,1,0,1
"193","MIR943",105,109,130,97,120,123,113,106,63,88,98,82
"194","MIR708",0,0,0,0,0,0,0,0,0,0,0,0
"195","MIR885",0,0,0,0,0,0,0,0,0,0,0,0
"196","MIR543",0,0,0,0,0,0,0,0,0,0,0,0
"197","MIR208B",0,0,0,0,0,0,0,0,0,0,0,0
"198","MIR509-3",0,1,0,0,0,0,0,0,0,0,0,0
"199","MIR937",92,153,108,297,290,296,87,93,26,169,215,218
"200","MIR941-2",0,0,0,1,0,1,0,0,0,0,0,1
"201","MIR944",0,0,0,0,0,0,0,0,0,0,0,0
"202","MIR891A",0,0,0,0,0,0,0,0,0,0,0,0
"203","MIR892A",0,0,0,0,0,0,0,0,0,0,0,0
"204","MIR874",0,0,0,0,0,0,0,0,0,0,0,0
"205","MIR889",0,0,0,0,0,0,0,0,0,0,0,0
"206","MIR190B",0,0,0,0,0,0,0,0,0,0,0,0
"207","MIR887",0,0,0,0,0,0,0,0,0,0,0,0
"208","MIR760",0,1,0,0,0,0,0,1,0,3,0,0
"209","MIR921",0,0,0,0,0,0,0,0,0,0,0,0
"210","MIR933",0,0,1,0,1,0,1,0,0,0,0,0
"211","MIR939",350,376,417,638,687,644,323,276,346,308,279,287
"212","MIR941-3",0,0,0,1,0,1,0,0,0,0,1,1
"213","MIR297",0,0,0,0,0,0,0,0,0,0,0,0
"214","MIR365A",0,0,0,0,0,0,0,0,0,0,0,0
"215","MIR365B",0,0,0,0,0,0,0,0,0,0,0,0
"216","LOC100126447",0,0,0,0,0,0,0,0,0,0,0,0
"217","GJE1",0,0,0,0,0,0,0,0,0,0,0,0
"218","LOC100126584",0,0,1,0,2,0,0,2,0,0,2,0
"219","LINC00322",2,7,14,11,12,13,4,3,2,4,9,6
"220","SNAR-G1",0,0,0,0,0,0,0,0,0,0,0,0
"221","SNAR-F",0,0,0,0,0,0,0,0,0,0,0,0
"222","NAV2-AS6",0,0,0,2,0,0,0,0,0,0,0,0
"223","EGOT",0,4,2,3,2,1,0,0,0,0,1,1
"224","GHRLOS",80,80,93,109,101,92,39,55,66,35,29,38
"225","SNAR-A1",0,0,0,0,0,0,0,0,0,0,0,0
"226","SNAR-A2",0,0,0,0,0,0,0,0,0,0,0,0
"227","SNAR-A12",0,0,0,0,0,0,0,0,0,0,0,0
"228","MINAR2",8,1,17,13,15,11,6,3,1,4,5,6
"229","SLCO4A1-AS1",197,237,235,165,117,141,250,299,158,307,341,369
"230","HECW1-IT1",0,0,0,0,0,0,0,0,0,0,0,0
"231","LOC100127955",0,0,0,0,0,2,1,0,0,1,5,0
"232","KRT73-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"233","C8orf88",46,61,43,33,26,36,3,1,2,5,4,9
"234","LOC100128002",0,0,1,1,0,0,0,0,2,0,3,1
"235","ARHGAP44-AS1",0,0,0,1,1,1,0,0,0,0,0,1
"236","DPPA2P3",1,0,2,0,3,0,0,0,0,1,1,0
"237","WWTR1-AS1",19,23,28,28,21,38,21,19,21,18,8,31
"238","PLCE1-AS1",0,1,1,5,1,3,2,1,0,4,1,5
"239","SMARCA5-AS1",97,33,114,43,58,41,68,77,9,38,88,115
"240","LOC100128059",0,0,0,0,0,0,0,0,0,0,0,0
"241","FAM229A",25,10,29,69,78,78,11,8,41,35,16,25
"242","LOC100128076",18,2,9,68,85,89,4,4,0,25,23,24
"243","LOC100128079",10,5,23,31,35,23,3,12,2,15,28,32
"244","JAZF1-AS1",1,3,2,1,0,0,0,0,1,0,1,1
"245","ST8SIA6-AS1",36,31,30,2,14,3,20,33,48,24,18,19
"246","UBE2Q2P13",0,0,0,0,0,0,0,0,0,0,0,0
"247","HGC6.3",0,0,0,0,0,0,0,0,0,0,0,0
"248","STAU2-AS1",3,0,1,3,6,1,1,0,1,0,1,2
"249","ADGRA1-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"250","LINC01233",0,0,0,0,0,0,0,0,0,0,0,0
"251","LOC100128164",0,0,0,0,0,1,1,0,2,1,0,1
"252","UST-AS1",29,40,32,14,19,19,17,16,14,12,18,23
"253","TMPO-AS1",364,340,374,59,68,64,294,438,163,58,126,167
"254","LINC02324",3,4,6,9,6,3,2,2,0,2,4,2
"255","LINC02731",1,2,2,2,4,2,1,0,0,0,3,2
"256","ZNF667-AS1",0,0,1,1,0,0,0,0,0,0,1,0
"257","LOC100128253",1,0,0,3,0,3,0,1,1,1,7,5
"258","WASIR1",12,21,18,24,26,16,19,17,23,19,24,26
"259","TNK2-AS1",31,29,35,43,35,32,23,23,4,26,25,26
"260","HTR5A-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"261","LOC100128276",0,0,0,0,0,0,0,0,0,0,0,0
"262","DNM1P35",4,5,5,2,3,2,0,3,1,1,0,1
"263","LOC100128288",31,21,36,157,153,162,31,26,8,27,44,31
"264","DLG5-AS1",35,28,34,47,55,59,18,23,15,18,24,24
"265","LOC100128310",0,0,0,0,0,0,0,0,0,0,0,0
"266","LOC100128317",0,0,0,0,0,1,0,0,0,0,0,0
"267","LINC03008",0,0,0,0,0,0,0,0,0,0,0,0
"268","TRAPPC3L",0,0,0,0,0,0,0,0,0,0,0,0
"269",NA,2502,2237,2694,3396,3279,3259,2284,2478,1364,2195,2665,2801
"270","LOC100128340",11,14,16,22,11,13,39,27,26,27,30,25
"271","LOC100128361",64,34,88,106,111,88,74,97,43,84,145,152
"272","LINC00696",0,0,0,0,0,0,0,0,0,0,0,0
"273","FAM225B",39,36,46,28,24,16,46,42,15,44,53,55
"274","ARHGAP42-AS1",0,5,0,5,2,2,0,0,1,0,0,0
"275","LOC100128398",39,12,62,116,119,117,34,41,17,42,86,65
"276","LINC00892",0,0,0,0,0,0,0,0,0,0,0,0
"277","LOC100128494",537,265,1213,1565,1554,1367,778,768,136,1476,2243,2433
"278","SCP2D1-AS1",0,0,0,1,1,0,0,0,0,0,0,0
"279","ASTN2-AS1",1,0,0,2,4,0,0,0,6,1,0,0
"280","NEBL-AS1",6,4,11,44,22,32,9,4,16,7,7,18
"281","KIAA1671-AS1",8,1,4,6,10,7,7,5,2,7,14,14
"282","MIR29B2CHG",14,2,3,81,46,42,10,14,7,15,22,25
"283","CTAGE4",158,93,217,303,316,298,123,138,78,143,187,191
"284","LINC02347",0,0,0,0,0,1,0,0,0,0,0,0
"285","MYHAS",1,0,0,0,0,2,0,0,0,0,0,0
"286","RANBP3-DT",0,0,1,5,1,4,0,5,3,0,0,2
"287","TEKTIP1",89,75,133,135,127,133,86,72,46,72,81,58
"288","SLC8A1-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"289","LOC100128593",0,0,3,0,3,0,0,0,0,0,0,1
"290","TMSB15B-AS1",3,3,6,23,14,6,0,3,2,1,1,3
"291","CDC42P3",5,0,0,5,3,4,1,7,1,3,8,2
"292","ACVR2B-AS1",48,30,50,65,41,44,24,29,35,14,28,28
"293","LOC100128653",18,8,35,146,81,91,16,23,3,51,69,79
"294","HPN-AS1",2,4,1,0,1,0,0,1,0,1,0,0
"295","LINC01531",0,0,0,0,0,1,0,0,0,0,0,0
"296","GPR50-AS1",3,0,0,0,1,0,0,0,0,0,0,0
"297","LINC02346",0,0,0,0,0,0,0,0,0,0,0,0
"298","OST4",470,683,495,677,642,582,369,498,633,377,433,513
"299","RBPMS-AS1",82,72,63,77,94,76,82,75,78,71,68,72
"300","LOC100128770",124,62,217,588,570,578,102,140,83,246,309,341
"301","ERCC6L2-AS1",88,48,106,278,291,294,91,92,83,99,124,153
"302","LINC01349",0,0,0,0,0,0,0,0,0,0,0,0
"303","SRRM2-AS1",56,26,48,109,113,82,46,37,26,39,59,59
"304","GPR158-AS1",9,2,6,2,3,0,7,2,7,3,6,4
"305",NA,0,0,1,0,0,0,2,0,0,1,0,1
"306","LINC01003",141,198,96,205,162,197,123,152,180,172,134,161
"307","VPS9D1-AS1",1466,1365,1561,1035,948,890,1344,1350,1235,1061,1177,1064
"308","ZFPM1-AS1",1,7,10,22,19,13,14,10,6,13,16,14
"309","LOC100128885",0,0,0,0,0,0,0,0,0,0,0,0
"310","FAM66B",7,3,6,11,6,7,7,20,7,17,8,9
"311","GATA6-AS1",0,0,0,16,16,3,0,0,4,7,5,2
"312","LINC01960",0,0,0,1,1,1,0,0,0,0,0,1
"313","CIROP",7,3,5,8,5,2,1,5,1,5,2,6
"314","ZBTB42",1441,1734,1439,994,963,842,1290,1330,1006,767,828,1011
"315","LINC01310",0,0,1,7,8,12,0,0,0,0,0,0
"316","LOC100128966",1,7,5,2,1,1,10,6,6,0,0,5
"317","MAPT-AS1",0,3,0,0,0,1,0,5,0,0,0,3
"318","LOC100128988",649,389,789,2388,2202,2185,666,816,587,952,1410,1349
"319","LOC100128993",0,0,0,0,0,0,0,0,0,0,0,0
"320","C20orf181",0,0,0,1,3,0,1,0,1,0,0,0
"321","PCBP3-AS1",1,0,2,1,0,0,0,0,0,0,0,0
"322","PKP4-AS1",155,76,220,270,269,229,118,153,39,123,222,217
"323","LOC100129034",2078,1592,2661,2106,2050,1909,2154,2332,1978,2222,2717,2941
"324","BCAR3-AS1",39,23,43,15,15,17,27,27,18,32,36,40
"325","CCNYL4",0,0,0,0,0,0,0,0,0,2,0,0
"326","SEMA3F-AS1",180,134,221,451,417,409,179,173,177,225,230,259
"327","LOC100129066",0,0,0,2,2,6,0,0,0,5,1,7
"328","KTN1-AS1",60,77,81,152,121,125,19,35,34,23,36,27
"329","SIGLEC10-AS1",4,2,4,1,1,1,9,4,7,3,3,0
"330","BTNL10P",9,3,5,8,7,9,4,1,1,2,3,4
"331","LOC100129098",0,0,0,0,0,0,0,0,0,0,0,0
"332","KHDC1L",0,1,1,4,0,3,3,1,0,1,0,3
"333","TDH-AS1",36,41,47,84,82,78,27,34,30,13,31,28
"334","LOC100129138",0,0,0,1,0,0,1,0,0,0,2,0
"335","LOC100129148",325,168,384,445,432,379,249,244,153,193,267,272
"336","LOC100129175",1,0,0,0,0,1,1,4,0,1,0,0
"337","ZSCAN16-AS1",86,88,118,192,194,172,124,139,113,113,152,154
"338","MATN1-AS1",34,41,40,60,68,59,23,32,17,23,59,37
"339","LOC100129203",2,0,6,6,4,4,8,2,6,7,5,5
"340","SLC39A12-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"341","LOC100129215",5,2,4,23,17,20,4,3,4,5,7,3
"342","DEFB131B",1,2,4,6,3,6,0,5,3,2,1,3
"343","THCAT155",0,0,0,0,0,0,0,0,0,0,0,0
"344","CXorf51A",0,0,0,0,0,0,0,0,0,0,0,0
"345","SMIM27",29,9,40,59,57,48,22,28,14,30,38,38
"346","LINC01160",11,5,8,3,11,12,6,1,5,22,6,11
"347","C1orf68",0,0,0,0,3,0,0,0,0,0,0,0
"348","TDRD15",0,0,0,0,0,0,0,0,0,0,0,0
"349","LOC100129291",0,0,0,2,0,0,0,0,0,0,0,0
"350","CD200R1L-AS1",3,0,2,0,1,0,0,0,0,0,0,0
"351","LOC100129307",0,0,0,0,0,0,0,0,0,0,0,0
"352","LOC100129316",0,0,0,2,0,0,0,0,0,0,0,1
"353","LINC02291",0,0,0,0,0,0,0,0,0,0,0,0
"354","LINC00484",0,0,0,0,1,0,0,0,0,0,0,0
"355","NRADDP",8,2,5,23,16,22,14,5,6,3,11,22
"356","SMIM10L1",318,318,385,500,525,475,252,296,229,213,282,321
"357","LINC03041",0,0,0,0,0,0,0,0,0,0,0,0
"358","GABPB1-AS1",329,310,383,508,532,416,90,143,103,107,112,127
"359","FAM106C",0,0,0,4,1,0,1,0,0,1,1,0
"360","MSTO2P",258,201,370,442,438,390,360,412,280,400,436,509
"361","FAM236A",0,0,0,4,4,2,1,0,0,0,0,1
"362","RPL19P12",1,0,1,0,1,1,0,1,1,1,0,0
"363","DDC-AS1",2,3,0,0,0,0,0,1,0,0,0,0
"364","LOC100129434",83,51,97,68,56,69,6,8,1,4,4,9
"365","LOC100129455",7,0,8,12,6,15,1,1,3,7,8,4
"366","DPY19L1P1",121,86,167,168,167,138,133,161,65,118,189,190
"367","LYRM4-AS1",74,104,97,38,66,39,88,115,56,40,67,66
"368","LINC01546",0,0,0,0,0,0,0,0,0,0,0,0
"369","MKRN2OS",89,98,93,121,142,118,81,67,78,61,58,82
"370","ZNF37BP",382,167,648,1317,1202,1278,311,432,193,337,551,621
"371","LINC02983",51,38,56,95,80,85,4,1,16,3,4,6
"372",NA,19,1,10,11,16,14,13,15,12,1,10,7
"373","ETDB",2,0,2,6,11,6,2,1,0,6,11,9
"374","LINC02012",9,2,13,10,2,7,3,2,5,4,9,3
"375","SOD2-OT1",39,28,65,44,35,32,61,52,42,33,36,49
"376","TEX13C",0,0,0,1,0,0,1,0,2,0,0,0
"377","MUC8",0,0,1,5,10,17,1,1,0,1,1,4
"378","LOC100129534",15,4,23,27,42,38,23,27,26,14,42,40
"379","LOC100129540",0,0,0,0,0,1,0,0,0,0,0,1
"380","ZNF730",36,28,43,9,11,13,0,1,0,0,0,0
"381","LINC02035",30,16,22,32,36,46,13,21,15,39,55,56
"382","FAM47E",29,21,30,53,52,55,42,40,22,25,27,39
"383","LINC00462",0,0,0,0,0,0,0,0,0,0,0,0
"384","LOC100129603",0,0,0,0,0,0,0,0,0,0,0,0
"385","LOC100129617",0,0,2,2,0,5,5,0,0,5,8,2
"386","PLPPR5-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"387","OR2W1-AS1",0,0,0,0,0,3,0,0,0,0,0,0
"388","TCF24",25,8,23,26,31,20,17,42,14,14,24,19
"389","FGF13-AS1",0,0,0,1,0,1,0,0,0,0,0,0
"390","IZUMO3",0,0,0,0,0,0,0,0,0,0,0,0
"391","LOC100129697",10,12,16,6,15,9,12,4,2,5,10,5
"392","ARRDC3-AS1",30,9,32,94,99,93,9,25,14,20,21,53
"393","STPG3-AS1",46,41,55,156,168,164,26,35,24,73,62,70
"394","MAPRE3-AS1",0,0,0,6,3,6,0,0,0,0,1,0
"395","LINC01126",5,21,13,48,41,34,10,11,8,8,36,20
"396","MIR193BHG",7,6,9,18,12,11,0,2,0,2,8,12
"397","CCDC152",202,166,196,33,27,26,106,162,91,117,129,164
