"","SYMBOL","GSM2211605","GSM2211606","GSM2211607","GSM2211608","GSM2211609","GSM2211610","GSM2211611","GSM2211612","GSM2211613","GSM2211614"
"454","CAND1.11",2,1,6,12,12,13,1,4,5,9
"455","WAKMAR2",10,11,11,46,29,33,3,4,7,12
"456","LINC01387",0,0,0,0,0,0,0,0,0,0
"457","TMEM221",4,5,4,7,12,1,6,2,6,3
"458","CD300H",5,8,4,6,4,5,7,2,3,7
"459","PARD6G-AS1",60,53,49,145,162,147,32,35,34,54
"460","LINC02881",3,1,1,0,1,2,0,1,0,2
"461","LOC100130548",8,10,7,9,12,12,9,8,13,16
"462","NFYC-AS1",184,173,137,161,178,162,187,169,156,167
"463","LINC00910",56,52,43,52,65,80,54,71,47,82
"464","LOC100130587",0,0,0,0,0,0,0,0,0,0
"465","PRR32",1,0,3,1,0,3,1,1,1,4
"466","LOC100130673",47,53,40,75,53,57,86,80,48,52
"467","LOC100130691",43,34,42,47,65,58,53,48,26,60
"468","LOC100130698",2,3,3,6,7,2,4,2,2,0
"469","TP53TG3HP",20,6,8,25,37,22,31,18,27,44
"470","LRRC58-DT",107,131,118,78,76,79,153,131,87,87
"471","ATP6V1FNB",43,68,52,52,55,68,54,51,48,75
"472","HDHD5-AS1",1,1,1,0,1,0,2,0,1,1
"473","LRRC70",5,6,2,8,4,6,3,3,4,5
"474","LRRC69",18,34,27,46,57,47,33,37,42,50
"475","LOC100130744",222,204,200,286,312,332,218,204,272,353
"476","EFCAB10",97,110,85,134,149,130,80,108,82,108
"477","AGAP2-AS1",286,249,223,262,267,283,225,172,242,282
"478","SBK3",7,10,5,13,15,8,7,7,4,11
"479","LOC100130849",0,0,0,0,1,2,0,0,0,0
"480","USP3-AS1",154,150,147,166,182,175,191,222,190,223
"481","LOC100130872",4,3,2,2,1,5,4,4,5,7
"482","CREB3L2-AS1",0,1,0,0,0,0,1,0,0,0
"483","ATE1-AS1",7,3,4,5,8,6,10,7,7,9
"484","PSORS1C3",0,0,0,1,0,0,0,0,0,0
"485","TSTD3",83,109,88,124,122,120,122,151,102,133
"486","VAC14-AS1",60,59,45,90,83,93,49,43,69,84
"487","SMIM6",2,3,3,5,8,7,3,2,0,4
"488","ZNF663P",15,4,12,20,13,16,46,39,50,44
"489","CSAG4",19,19,15,20,20,27,23,21,27,32
"490","ZNF594-DT",26,23,25,26,30,28,24,27,32,39
"491","LINC01502",0,0,0,0,0,0,0,0,0,0
"492","SYCE1L",70,66,47,59,66,67,57,42,38,57
"493","LOC100130964",0,0,0,0,0,0,0,0,0,0
"494","LINC02901",40,45,46,17,23,10,14,13,7,5
"495","LOC100130987",38,41,21,30,42,44,37,22,35,35
"496","SPATA48",0,0,0,0,0,0,0,0,0,0
"497","LOC100130992",43,45,44,42,51,36,74,85,32,62
"498","ZNF316",1935,1819,1567,2255,2372,2603,1883,1516,2372,2793
"499","DNAH8-AS1",0,0,0,0,0,0,0,0,0,0
"500","LINC01135",7,4,1,2,3,5,1,1,1,3
"501","CKMT2-AS1",112,127,120,145,167,140,164,149,169,195
"502","SRP14-DT",143,138,129,138,178,183,121,105,102,149
"503","DPP9-AS1",156,143,125,144,159,151,134,107,137,183
"504",NA,77,85,69,108,118,120,65,61,85,116
"505","LOC100131107",0,0,0,1,1,0,0,0,0,1
"506","ZBTB20-AS1",6,4,4,9,9,7,5,6,7,5
"507","BSPH1",0,0,0,0,0,0,0,0,0,0
"508","LINC01405",19,30,31,9,15,7,11,10,1,4
"509","WDR86-AS1",2,0,0,0,0,0,2,1,1,1
"510","TSTD1",156,157,136,131,156,153,115,102,89,110
"511","CCDC183-AS1",80,84,67,45,53,61,69,70,53,71
"512","RPL21P28",147,155,152,163,195,184,176,176,170,217
"513","SNAP25-AS1",4,0,7,10,9,6,5,0,7,8
"514","NEMP2",562,474,459,696,778,825,420,426,460,624
"515","ZNF503-AS2",51,55,37,35,40,31,139,102,56,65
"516","MIR181A1HG",0,5,0,3,1,1,5,4,2,5
"517","ANKRD63",7,7,5,6,6,11,4,3,2,5
"518","LOC100131257",2,7,6,6,9,7,7,4,2,3
"519","LOC100131289",10,22,17,13,10,11,28,17,19,23
"520","DPEP2NB",0,0,0,0,1,0,0,0,0,0
"521","GREM1-AS1",0,0,0,0,0,0,0,0,0,0
"522","RAB6C-AS1",50,42,45,61,56,51,55,69,38,43
"523","RDM1P5",2,2,6,5,2,8,5,2,2,5
"524","LINC00605",0,0,0,0,0,0,0,0,0,0
"525","C11orf91",31,29,29,36,40,35,28,23,29,33
"526","SP9",0,0,0,0,0,0,0,0,0,1
"527","LOC100131395",15,14,9,14,21,29,29,14,25,20
"528","EOLA1-DT",56,47,41,42,46,47,43,39,24,44
"529","CD300LD",0,0,0,0,1,0,0,0,0,0
"530","DBIL5P",12,11,7,11,9,18,10,12,19,28
"531","LOC100131472",0,0,0,0,0,0,0,0,0,0
"532","LOC100131496",2,3,3,12,5,6,4,3,5,7
"533","LOC100131532",16,9,4,27,15,15,10,3,21,21
"534","ZNF705EP",1,7,8,12,4,4,5,8,3,9
"535","LINC00887",12,12,15,21,5,13,9,8,0,1
"536","FKSG29",1,0,2,1,0,2,2,4,2,2
"537","CCDC18-AS1",126,130,119,183,148,178,135,159,95,147
"538","DPP4-DT",18,18,8,11,16,7,8,20,10,22
"539","PRR23D1",0,1,1,1,1,2,0,1,1,2
"540","LOC100131626",41,30,33,50,54,45,45,31,40,56
"541","LOC100131635",0,0,0,0,0,0,0,0,0,1
"542","ZNF236-DT",8,7,7,3,3,3,10,5,3,9
"543","MZF1-AS1",39,39,35,42,53,55,40,35,19,29
"544","FAM83A-AS1",1,1,1,2,0,4,3,1,0,0
"545","USP30-AS1",4,3,4,6,5,5,4,5,5,11
"546","ARMCX4",280,289,291,367,397,411,309,328,315,368
"547","PET100",217,214,205,218,264,293,252,209,241,306
"548","AHI1-DT",4,0,5,8,2,2,4,8,2,2
"549","UBE2DNL",0,0,0,0,0,0,0,0,0,0
"550","CADM3-AS1",276,278,253,173,182,185,664,538,336,407
"551","ZNF717",5,11,1,7,13,4,13,10,10,12
"552","INSYN2B",181,207,179,187,216,247,98,129,127,158
"553","KRTAP25-1",0,0,0,0,0,0,0,0,0,0
"554","LOC100131943",0,0,0,0,0,1,0,0,0,0
"555","ZNF705G",0,0,0,1,1,1,1,1,1,1
"556","FAM27E3",65,58,50,122,142,153,89,77,114,163
"557","RRN3P3",119,122,113,185,187,224,96,117,169,212
"558","LOC100132004",0,0,0,0,0,0,0,0,0,0
"559","TEX13D",0,0,0,0,0,1,0,0,0,0
"560","PDE4DIPP6",35,28,21,30,28,27,16,32,12,15
"561","LOC100132062",496,514,433,794,756,772,561,455,658,898
"562","FOXO6",333,292,246,97,81,123,696,444,249,315
"563","LOC100132077",16,14,19,19,17,20,14,14,20,17
"564","LOC100132078",2,0,1,1,0,1,2,0,0,0
"565","HERC2P7",19,20,17,21,19,21,20,30,19,29
"566","FAM66E",3,5,4,5,3,6,5,5,1,7
"567","C2CD4D-AS1",5,2,1,4,2,2,1,0,2,1
"568","ACTA2-AS1",31,29,29,70,69,58,13,7,7,7
"569","FAM240A",0,0,0,0,0,0,0,0,0,0
"570","LINC01783",3,2,3,3,3,3,6,2,6,6
"571","LOC100132154",196,204,198,418,449,436,120,130,175,273
"572","CALML3-AS1",2,2,3,8,10,11,4,0,1,0
"573","PHKA2-AS1",38,46,39,51,51,54,49,43,46,65
"574","WASIR2",3,7,5,9,12,12,9,9,9,17
"575","LINC01987",0,0,0,0,0,0,0,0,0,0
"576","GOLGA6L25",0,0,0,0,0,0,0,0,0,0
"577","EHBP1-AS1",83,88,78,86,73,87,103,121,99,141
"578","LINC00543",0,0,0,1,0,0,0,0,1,0
"579","NPIPB5",1247,1249,1271,1793,1760,1816,1451,1214,1638,1982
"580","LOC100132249",108,114,84,81,87,60,94,109,51,72
"581","NDUFA6-DT",46,55,40,66,74,72,80,65,69,87
"582","LOC100132287",422,435,364,680,628,645,467,386,554,768
"583","TEKT4P2",82,73,74,101,113,96,134,95,116,149
"584","FAM236B",0,0,0,1,0,0,0,0,0,0
"585","CLUHP3",89,91,79,111,104,123,85,61,83,132
"586","FRG1HP",438,448,355,565,633,590,481,544,483,647
"587","LINC01512",4,0,0,6,13,5,2,1,15,14
"588","LOC100132356",56,57,37,87,68,82,63,73,63,96
"589","KRTAP4-9",4,1,0,0,0,0,0,0,0,0
"590","ZNF705B",0,0,0,0,0,0,1,1,0,1
"591","GAGE12D",81,82,87,116,126,128,59,53,68,80
"592","FAM157B",68,71,70,125,134,123,93,88,106,136
"593","NBPF10",989,1047,1027,1316,1398,1320,1241,1241,1227,1701
"594","FCGR1CP",0,0,0,0,0,0,0,0,0,0
"595","CLDN24",4,5,5,4,3,3,1,3,3,4
"596","FAM99B",0,0,0,1,0,0,0,0,0,0
"597","KRTAP4-7",0,0,0,0,0,0,0,0,0,0
"598","LINC01415",1,1,0,0,0,0,1,0,1,1
"599","FGD5P1",16,18,15,44,44,54,18,26,71,77
"600","TAT-AS1",5,9,8,19,14,17,13,9,10,15
"601","GXYLT1P3",2,3,5,3,4,4,2,4,3,9
"602","GOLGA8F",5,6,4,5,7,4,2,1,0,2
"603","PGAM1P5",2,4,2,0,1,2,2,1,2,1
"604","XGY2",1,0,0,0,0,1,0,0,0,0
"605","LINC02312",0,0,0,0,0,0,0,0,0,0
"606","ZRANB2-AS1",140,153,121,175,185,180,152,180,148,200
"607","BSN-DT",1,5,5,6,6,8,6,2,8,3
"608","LOC100132686",2,3,2,3,2,1,0,2,1,2
"609","PAXIP1-AS2",29,32,37,55,57,51,61,77,71,97
"610","CYP4F30P",225,223,212,204,201,201,253,233,157,226
"611","DCAF13P3",4,7,5,11,10,7,4,6,7,4
"612","FILNC1",0,0,0,0,0,0,0,0,0,0
"613","LOC100132741",3,4,6,5,7,7,1,2,1,3
"614","KDM4A-AS1",141,144,142,187,224,214,182,209,183,267
"615","LOC100132781",0,1,1,3,1,1,3,0,1,2
"616","SYBU-AS1",0,0,0,3,1,2,0,0,0,1
"617","IPO5P1",121,114,95,72,64,68,174,147,99,136
"618","TNIP2P1",2,2,2,2,2,2,1,0,1,0
"619","PMS2P9",24,29,24,31,33,32,34,33,24,28
"620","MSC-AS1",186,239,213,124,116,145,259,284,97,173
"621","DPH3P1",85,66,65,70,68,67,101,104,83,103
"622","SHISAL2B",3,4,1,5,5,4,1,2,1,6
"623","FAM66D",10,7,4,8,12,8,7,14,15,21
"624","FAM25BP",1,0,1,0,0,1,0,0,0,0
"625","FAM197Y9",0,0,0,0,0,0,0,0,0,0
"626","FAM27C",60,51,46,141,141,166,52,45,83,121
"627","SMIM9",0,0,0,0,0,0,0,0,0,1
"628","FAM223A",4,2,5,4,7,3,4,3,2,3
"629","GOLGA8DP",3,3,3,4,4,3,3,3,2,4
"630","LINC00856",4,4,7,3,6,4,1,1,4,3
"631","CXorf49B",0,0,0,0,1,0,1,1,1,1
"632","RASA4DP",431,429,343,404,390,440,366,293,374,437
"633","FAM95B1",19,23,22,42,48,45,32,23,37,45
"634","GUSBP19",5,3,3,5,11,12,4,2,10,8
"635","CXorf51B",0,0,0,0,1,1,0,0,0,0
"636","LOC100133077",4,2,2,3,1,0,2,3,1,3
"637","LINC03009",47,38,43,62,63,54,48,37,56,81
"638","FAM25G",1,0,0,0,0,1,0,0,0,0
"639","FAM27B",72,57,67,169,179,189,63,55,123,168
"640","LINC01203",1,0,0,0,0,1,0,0,0,0
"641","LINC01001",321,321,287,520,516,510,350,281,431,592
"642","FAM66A",2,1,1,1,2,3,1,1,0,1
"643","HSDL2-AS1",69,80,53,93,93,81,63,64,55,72
"644","LINC00240",12,11,6,16,11,13,8,9,14,14
"645","GOLGA6L3",43,32,34,50,52,51,43,44,41,64
"646","SBF1P1",2,2,2,4,5,2,4,4,4,7
"647","PRR23D2",0,1,1,1,1,2,0,1,1,4
"648","DEFB130B",0,0,0,0,0,0,0,0,0,0
"649","CBR1-AS1",193,175,146,158,152,166,231,205,229,264
"650","RSU1P2",0,0,0,0,0,0,0,1,0,2
"651","HOXA-AS3",52,62,46,64,87,80,88,75,101,133
"652","XNDC1N",36,42,45,46,35,43,50,36,34,55
"653","PRO1804",0,0,0,1,1,3,0,1,1,1
"654",NA,397,388,335,645,612,645,431,359,528,701
"655","LINC02171",0,0,0,1,0,0,0,0,0,0
"656","MRPL23-AS1",12,5,7,9,6,9,12,11,3,9
"657","LINC01134",27,13,23,26,30,38,24,18,14,18
"658","LY6E-DT",10,10,9,8,10,9,11,9,13,13
"659","LOC100133920",4,2,4,8,7,12,1,4,5,6
"660","CD24",6,5,1,1,1,1,0,1,0,0
"661","UXT-AS1",218,216,229,210,221,238,194,177,209,241
"662","LINC01816",9,16,8,7,11,8,15,8,9,10
"663","MAP3K14-AS1",36,36,30,26,34,30,36,26,23,29
"664","UBOX5-AS1",9,10,4,10,14,9,14,15,13,15
"665","LOC100134040",1,0,1,1,1,1,0,1,1,0
"666","KDM7A-DT",45,51,40,91,86,80,73,65,65,96
"667","LINC01119",34,24,30,29,37,28,41,44,47,43
"668","LOC100134317",16,14,10,15,13,16,11,7,16,11
"669","LOC100134368",11,23,14,13,17,32,17,19,25,27
"670","LOC100134391",0,1,0,1,1,2,2,0,0,2
"671","KCNJ18",4,7,7,3,6,7,7,10,10,9
"672","NDUFB2-AS1",129,127,129,117,130,139,111,96,104,141
"673","LOC100134868",7,10,9,10,11,9,12,17,8,14
"674","UBE2Q2P2",108,127,78,125,125,133,162,156,153,179
"675","TEN1",186,193,172,230,214,233,171,155,176,200
"676","UPK3BL1",354,339,311,348,396,397,342,285,319,417
"677","JMJD7",157,170,118,127,131,153,100,101,77,109
"678","PLA2G4B",101,101,92,104,106,94,81,63,51,92
"679","HDAC5",1278,1195,1077,1534,1460,1617,1635,1310,2029,2417
"680","C17orf99",0,0,0,0,0,1,0,0,0,0
"681","CTAGE8",11,7,6,11,9,9,7,11,7,9
"682","LOC100144595",1,1,0,1,0,2,1,2,0,1
"683","LINC00029",1,1,1,3,4,1,0,0,5,1
"684","LINC01056",4,4,7,7,7,8,1,0,1,3
"685","EPHA5-AS1",20,25,23,13,18,18,39,48,32,46
"686","CHKB-DT",38,15,20,30,32,34,27,28,21,27
"687","LINC00930",0,0,0,0,0,0,0,0,0,0
"688","KLLN",18,16,26,80,80,61,2,9,6,11
"689","RNU7-1",3,3,4,5,4,5,5,3,5,6
"690","TMCO1-AS1",10,13,14,22,17,26,9,20,13,22
"691","PDCD6IP",2983,3006,2737,3950,4086,4050,3092,3307,3149,4080
"692","KRTAP20-4",8,6,3,5,6,6,14,7,8,7
"693","RNU4ATAC",2,0,0,1,0,0,0,2,1,2
"694","RNU6ATAC",3,3,1,2,3,0,2,2,5,2
"695","SCARNA9L",0,0,0,1,1,2,0,0,1,0
"696","PDCD6",816,815,843,848,855,857,674,613,634,785
"697","RNA5S1",0,0,0,0,0,0,0,0,0,0
"698","TEX36-AS1",0,0,0,0,0,0,0,0,0,0
"699","RNA5S2",0,0,0,0,0,0,0,0,0,0
"700","RNA5S3",0,0,0,0,0,0,0,0,0,0
"701","RNA5S4",0,0,0,0,0,0,0,0,0,0
"702","RNA5S5",0,0,0,0,0,0,0,0,0,0
"703","RNA5S6",0,0,0,0,0,0,0,0,0,0
"704","RNA5S7",0,0,0,0,0,0,0,0,0,0
"705","RNA5S8",0,0,0,0,0,0,0,0,0,0
"706","RNA5S9",0,0,0,0,0,0,0,0,0,0
"707","RNA5S10",0,0,0,0,0,0,0,0,0,0
"708","RNA5S11",0,0,0,0,0,0,0,0,0,0
"709","RNA5S12",0,0,0,0,0,0,0,0,0,0
"710","RNA5S13",0,0,0,0,0,0,0,0,0,0
"711","RNA5S14",0,0,0,0,0,0,0,0,0,0
"712","RNA5S15",1,1,0,0,1,0,0,0,0,0
"713","RNA5S16",1,1,0,0,1,0,0,0,0,0
"714","RNA5S17",0,0,0,0,0,0,0,0,0,0
"715","PATE3",3,0,1,0,1,1,1,1,0,1
"716","PEG3-AS1",67,73,90,69,74,60,84,100,75,84
"717","SNAR-A3",0,0,0,0,0,0,0,0,1,0
"718","SNAR-A5",0,0,0,0,0,0,0,0,0,0
"719","SNAR-A7",0,0,0,0,0,0,0,0,0,0
"720","SNAR-A11",0,0,0,0,0,0,0,0,0,0
"721","SNAR-A9",0,0,0,0,0,0,0,0,0,0
"722","SNAR-A4",0,0,0,0,0,0,0,0,0,0
"723","SNAR-A6",0,0,0,0,0,0,0,0,0,0
"724","SNAR-A8",0,0,0,0,0,0,0,0,0,0
"725","SNAR-A13",0,0,0,0,0,0,0,0,0,0
"726","DBIL5P2",0,0,0,1,2,2,4,1,1,0
"727","BCL2L10",1,0,2,0,1,0,0,0,1,2
"728","SNAR-A10",0,0,0,0,0,0,0,0,0,0
"729","SNAR-B2",0,1,0,0,0,1,1,1,0,0
"730","SNAR-C2",0,0,0,0,0,0,0,0,0,0
"731","SNAR-C4",0,0,0,0,0,0,0,0,0,0
"732","SNAR-E",0,0,0,0,0,1,0,0,0,0
"733","SNAR-H",0,0,0,0,0,0,0,0,0,0
"734","SNAR-I",0,0,0,0,0,0,0,0,0,0
"735","SNAR-C5",0,0,0,0,0,0,0,0,0,0
"736","SNAR-B1",0,1,0,0,0,1,1,1,0,0
"737","SNAR-C1",0,0,0,0,0,0,0,0,0,0
"738","SNAR-C3",0,0,0,0,0,0,0,0,0,0
"739","SNAR-D",0,0,0,0,0,0,0,0,0,0
"740","SNAR-G2",0,0,0,0,0,0,0,0,0,0
"741","SRRM5",131,125,116,111,104,119,150,129,110,137
"742","ERICH4",0,1,2,0,0,1,0,0,0,0
"743","EPOP",10,7,5,4,7,2,6,9,7,2
"744","TRIM59-IFT80",321,311,297,399,407,381,479,483,412,516
"745","BCL2L11",590,608,543,404,419,408,1088,1078,761,952
"746","MIR1224",1,2,0,1,1,2,0,0,1,1
"747","MIR1225",0,1,0,1,0,0,0,1,0,0
"748","TOMM6",2191,2201,2040,2049,2209,2311,3089,2928,2735,3603
"749","HECTD2-AS1",8,1,1,8,3,8,2,0,2,9
"750","LINC00426",0,0,1,1,4,3,2,3,2,1
"751","LINC00092",0,1,1,1,0,1,1,1,0,1
"752","DNMBP-AS1",80,83,79,141,166,148,81,67,133,192
"753","TRG-GCC2-4",0,0,1,0,1,2,3,2,0,1
"754","TRH-GTG1-7",0,0,0,0,0,1,0,0,1,1
"755","TRH-GTG1-5",0,0,0,0,0,0,0,0,0,0
"756","TRH-GTG1-8",0,0,0,0,0,0,0,1,0,0
"757","TRV-AAC1-2",0,0,0,0,0,0,0,0,0,0
"758","TRH-GTG1-1",0,0,0,0,0,0,0,0,0,0
"759","TRV-AAC2-1",0,0,0,0,0,0,0,0,0,0
"760","TRV-TAC1-1",2,2,1,3,3,2,3,3,1,4
"761","TRK-CTT6-1",2,1,1,1,1,1,0,0,1,0
"762","TRG-TCC4-1",0,0,0,0,0,0,0,0,0,1
"763","TRQ-CTG7-1",0,0,1,1,1,0,1,0,1,2
"764","TRY-GTA5-5",0,1,0,1,0,0,0,0,1,0
"765","TRS-GCT2-1",0,0,0,0,0,0,0,0,0,0
"766","TRL-CAA6-1",0,0,0,0,0,0,0,0,0,0
"767","TRL-AAG1-3",0,0,0,0,0,0,0,0,0,0
"768","TRN-GTT2-1",0,0,0,0,0,0,0,0,0,0
"769","TRT-AGT1-3",1,0,0,0,0,1,0,0,0,0
"770","TRC-GCA11-1",0,0,0,0,0,0,0,0,0,0
"771","TRL-CAG1-2",0,0,0,0,0,0,0,0,0,1
"772","TRG-TCC2-6",0,0,0,0,0,0,0,1,0,0
"773","TRR-TCT5-1",0,0,0,0,0,0,0,0,0,0
"774","TRK-CTT1-2",0,0,0,0,0,0,0,0,0,0
"775","TRV-AAC5-1",0,0,0,0,0,0,0,0,0,0
"776","TRX-CAT1-1",1,1,0,0,0,0,0,0,0,0
"777","TRE-CTC1-5",0,0,0,0,0,0,0,0,0,0
"778","TRL-CAG1-6",0,0,0,0,0,1,0,0,0,0
"779","TRP-AGG2-1",0,0,0,0,0,0,0,0,0,0
"780","TRP-AGG1-1",0,1,0,0,1,1,1,0,0,0
"781","TRA-CGC3-1",0,0,0,0,0,0,0,0,0,0
"782","TRY-GTA2-1",0,0,0,1,0,0,0,0,0,0
"783","TRE-CTC1-6",0,0,0,0,0,0,0,0,0,0
"784","TRR-TCG6-1",0,0,1,0,0,0,0,1,0,0
"785","TRI-TAT2-2",3,2,1,4,3,5,4,0,2,1
"786","TRC-GCA22-1",0,1,0,0,1,2,2,4,0,2
"787","TRE-TTC2-1",0,0,0,0,0,0,0,0,0,0
"788","TRL-TAG3-1",0,0,0,0,0,0,0,0,0,0
"789","TRA-CGC4-1",1,0,0,0,0,0,0,0,0,0
"790","TRR-TCG5-1",0,0,0,0,0,0,1,0,0,0
"791","TRT-CGT1-1",0,0,0,0,0,0,0,0,0,0
"792","TRN-GTT2-4",0,0,0,0,0,0,0,0,0,0
"793","TRS-CGA1-1",0,0,0,0,0,0,0,0,0,0
"794","TRL-CAA3-1",0,0,2,0,0,0,3,0,0,1
"795","TRG-TCC2-5",0,0,0,0,0,0,0,0,0,0
"796","TRX-CAT1-4",0,0,0,0,0,0,0,0,0,0
"797","TRS-CGA2-1",0,0,0,0,0,0,0,0,0,0
"798","TRG-CCC5-1",0,0,0,0,0,0,0,0,0,0
"799","TRA-AGC4-1",0,0,0,0,0,0,0,0,0,0
"800","TRW-CCA3-2",0,0,0,0,0,0,0,0,0,0
"801","TRC-GCA18-1",0,0,0,0,0,0,0,0,0,0
"802","TRI-GAT1-2",0,0,0,0,0,0,0,0,0,0
"803","TRC-GCA2-2",0,0,0,0,0,0,0,0,0,0
"804","TRK-TTT4-1",0,0,0,0,1,0,1,0,0,0
"805","TRQ-CTG4-1",0,1,0,0,0,0,0,0,0,0
"806","TRN-GTT8-1",0,0,0,0,0,0,0,0,0,0
"807","TRK-CTT4-1",0,1,0,1,1,1,1,0,0,1
"808","TRE-TTC2-2",0,0,0,0,0,0,0,0,0,0
"809","TRG-TCC2-1",0,0,0,0,0,0,0,0,0,0
"810","TRH-GTG1-9",0,0,0,0,0,0,0,0,0,0
"811","TRA-TGC5-1",0,0,0,1,0,0,0,0,0,1
"812","TRL-TAA4-1",0,0,0,0,0,0,0,0,0,0
"813","TRS-AGA4-1",0,0,0,0,0,0,0,0,0,0
"814","TRI-AAT2-1",0,0,1,0,0,2,0,0,0,0
"815","TRP-AGG2-4",0,0,0,0,0,0,0,0,0,0
"816","TRQ-TTG3-3",0,1,0,0,0,0,0,0,0,2
"817","TRC-GCA12-1",0,0,0,0,0,0,0,0,0,0
"818","TRS-AGA2-2",1,1,0,0,0,0,0,0,1,1
"819","TRR-CCT1-1",0,0,0,0,0,0,0,0,0,0
"820","TRA-TGC6-1",0,0,0,0,0,0,0,0,1,0
"821","TRN-GTT2-3",0,0,1,1,0,0,1,1,0,0
"822","TRR-CCG1-2",0,0,0,0,0,0,0,0,0,0
"823","TRM-CAT7-1",0,0,0,0,2,1,0,0,1,0
"824","TRT-CGT2-1",0,0,0,0,0,0,0,0,0,0
"825","TRP-TGG3-2",0,0,0,0,0,0,0,0,0,1
"826","TRL-CAG2-2",0,0,0,0,0,0,0,0,0,0
"827","TRC-GCA4-1",0,0,0,0,0,2,0,0,0,0
"828","TRE-CTC1-2",0,0,0,0,0,0,0,0,0,0
"829","TRA-AGC7-1",0,0,0,0,0,0,0,0,0,0
"830","TRA-AGC2-1",0,0,0,0,0,0,0,0,0,1
"831","TRX-CAT1-3",1,0,0,0,2,0,0,0,0,0
"832","TRI-AAT8-1",0,0,0,1,0,1,0,0,0,0
"833","TRC-GCA3-1",0,2,0,0,0,0,0,0,0,0
"834","TRK-TTT8-1",0,0,0,0,0,0,0,0,0,0
"835","TRR-ACG2-3",0,0,0,0,0,0,0,0,0,0
"836","TRV-CAC7-1",0,0,0,1,0,0,0,0,0,0
"837","TRY-GTA5-2",0,0,0,0,0,0,0,0,0,0
"838","TRR-ACG2-1",0,1,2,0,0,0,3,0,3,1
"839","TRC-GCA2-3",0,0,0,0,0,0,0,0,0,0
"840","TRK-CTT1-1",0,0,0,0,0,0,0,0,0,0
"841","TRR-TCT3-1",0,0,0,2,0,0,0,0,0,0
"842","TRK-CTT2-4",0,0,0,1,4,0,0,2,0,0
"843","TRM-CAT3-2",0,0,0,0,0,0,0,0,0,0
"844","TRW-CCA3-3",0,0,0,0,0,0,0,0,0,0
"845","TRA-TGC2-1",0,0,1,0,0,1,0,0,0,0
"846","TRR-TCT3-2",2,3,2,4,2,2,0,5,1,0
"847","TRL-AAG4-1",1,0,0,1,1,0,0,0,0,0
"848","TRK-CTT3-1",3,1,0,1,3,2,0,3,2,1
"849","TRD-GTC2-5",0,0,0,0,0,0,0,0,0,0
"850","TRQ-CTG1-3",0,0,0,0,0,0,0,0,0,0
"851","TRK-TTT3-1",0,0,1,0,1,0,4,1,0,1
"852","TRW-CCA1-1",1,0,2,1,0,0,2,1,1,2
"853","TRP-CGG1-3",0,0,0,0,0,1,1,0,0,0
"854","TRK-TTT1-1",0,0,0,0,0,0,0,0,0,0
"855","TRN-GTT1-1",0,0,0,0,0,0,0,0,0,0
"856","TRN-GTT2-8",0,0,0,0,0,0,0,0,0,0
"857","TRL-CAG2-1",0,0,0,0,1,2,0,0,0,1
"858","TRI-TAT2-3",0,0,0,0,0,0,0,0,0,0
"859","TRI-GAT1-1",0,0,0,1,1,0,1,0,0,0
"860","TRR-TCT1-1",2,3,1,1,1,0,0,1,1,2
"861","TRD-GTC2-4",0,0,0,0,0,0,0,0,0,0
"862","TRM-CAT2-1",0,0,0,0,1,0,0,0,0,0
"863","TRP-AGG2-7",0,1,1,1,2,0,0,0,0,0
"864","TRF-GAA1-1",0,0,0,0,0,0,0,0,0,0
"865","TRQ-TTG2-1",0,1,1,1,1,1,0,1,0,0
"866","TRL-CAG1-5",0,0,0,0,0,0,0,0,0,1
"867","TRQ-CTG3-2",0,0,0,0,0,0,0,0,1,0
"868","TRG-TCC2-3",0,0,0,0,0,0,0,0,0,0
"869","TRV-CAC8-1",1,0,1,1,0,1,0,0,0,1
"870","TRT-AGT6-1",0,0,0,0,0,1,0,0,0,0
"871","TRC-GCA1-1",0,0,0,0,0,0,0,0,0,0
"872","TRC-GCA16-1",1,0,0,1,1,2,4,1,2,2
"873","TRA-TGC1-1",0,0,0,0,0,0,0,0,0,0
"874","TRL-TAG2-1",1,0,1,0,0,0,0,0,0,0
"875","TRS-CGA4-1",0,0,0,0,0,0,0,0,0,0
"876","TRI-AAT5-1",0,0,0,0,0,0,0,0,0,0
"877","TRC-GCA5-1",0,0,0,0,0,0,0,0,0,0
"878","TRS-GCT1-1",8,9,11,9,7,4,6,6,7,9
"879","TRD-GTC2-6",1,0,0,1,0,0,1,1,1,1
"880","TRS-GCT5-1",0,0,1,0,0,0,0,0,0,1
"881","TRG-GCC1-4",0,1,0,0,0,0,1,0,0,0
"882","TRV-AAC4-1",0,0,0,0,0,0,0,0,0,0
"883","TRY-GTA3-1",0,0,0,0,0,0,0,0,0,1
"884","TRG-GCC2-5",0,0,0,0,1,0,0,0,0,0
"885","TRL-TAA2-1",0,0,0,0,0,0,0,0,1,0
"886","TRR-TCT4-1",0,0,0,0,0,0,0,0,0,0
"887","TRR-ACG2-2",0,0,0,0,0,0,0,0,0,0
"888","TRR-CCT3-1",0,0,1,0,0,0,2,1,3,0
"889","TRL-AAG3-1",5,7,3,5,4,12,9,2,6,4
"890","TRF-GAA3-1",0,0,0,0,0,0,0,0,0,0
"891","TRW-CCA4-1",1,0,1,0,0,1,1,0,0,0
"892","TRP-CGG2-1",0,0,1,0,0,0,1,0,0,0
