"","SYMBOL","GSM1447365","GSM1447366","GSM1447367","GSM1447368","GSM1447370","GSM1447371","GSM1447372","GSM1447373"
"59","SNORD115-13",0,0,0,0,0,0,0,0
"60","SNORD115-14",0,0,0,0,0,0,0,0
"61","SNORD115-15",0,0,0,0,0,0,0,0
"62","SNORD115-16",0,0,0,0,0,0,0,0
"63","SNORD115-17",0,0,0,0,0,0,0,0
"64","SNORD115-18",0,0,0,0,0,0,0,0
"65","SNORD115-19",0,0,0,0,0,0,0,0
"66","SNORD115-20",0,0,0,0,0,0,0,0
"67","SNORD115-21",0,0,0,0,0,0,0,0
"68","SNORD115-22",0,0,0,0,0,0,0,0
"69","SNORD115-23",0,0,0,0,0,0,0,0
"70","SNORD115-25",0,0,0,0,0,0,0,0
"71","SNORD115-26",0,0,0,0,0,0,0,0
"72","SNORD115-29",0,0,0,0,0,0,0,0
"73","SNORD115-30",0,0,0,0,0,0,0,0
"74","SNORD115-31",0,0,0,0,0,0,0,0
"75","SNORD115-32",0,0,0,0,0,0,0,0
"76","SNORD115-33",0,0,0,0,0,0,0,0
"77","SNORD115-34",0,0,0,0,0,0,0,0
"78","SNORD115-35",0,0,0,0,0,0,0,0
"79","SNORD115-36",0,0,0,0,0,0,0,0
"80","SNORD115-37",0,0,0,0,0,0,0,0
"81","SNORD115-38",0,0,0,0,0,0,0,0
"82","SNORD115-39",0,0,0,0,0,0,0,0
"83","SNORD115-40",0,0,0,0,0,0,0,0
"84","SNORD115-41",0,0,0,0,0,0,0,0
"85","SNORD115-42",0,0,0,0,0,0,0,0
"86","SNORD115-43",0,0,0,0,0,0,0,0
"87","SNORD115-44",0,0,0,0,0,0,0,0
"88","MIR675",6,11,4,6,5,7,14,4
"89","SNORD116-28",0,0,0,0,0,0,0,0
"90","SNORD116-29",0,0,0,0,0,0,0,0
"91","SNORD115-48",0,0,0,0,0,0,0,0
"92","PDZK1P1",0,0,0,0,1,0,0,1
"93","SNORD115-24",0,0,0,0,0,0,0,0
"94","SNORD115-27",0,0,0,0,0,0,0,0
"95","SNORD115-28",0,0,0,0,0,0,0,0
"96","SNORD115-45",0,0,0,0,0,0,0,0
"97","SNORD115-47",0,0,0,0,0,0,0,0
"98","DDTL",77,68,106,166,151,426,373,341
"99","TLX1NB",0,0,0,0,0,0,0,0
"100","NAALADL1",4,5,4,1,3,3,4,11
"101","CDKN2B-AS1",2,5,2,6,5,4,4,1
"102","GUSBP17",0,0,0,0,0,0,0,0
"103","SIGLEC14",0,1,1,2,5,3,2,5
"104","TRK-TTT3-4",0,0,0,0,0,0,0,1
"105","TRV-CAC1-5",0,0,0,0,0,0,1,0
"106","NINJ2-AS1",0,0,0,0,0,0,0,0
"107","ACOT8",119,104,118,130,82,198,196,116
"108","ABI1",13,11,20,15,15,20,27,12
"109","GNPDA1",51,78,128,83,36,89,135,208
"110","MIMT1",0,0,0,1,0,0,0,0
"111","KCNE3",1,1,3,1,1,7,2,1
"112","ZBTB33",11,10,10,6,11,12,16,12
"113","SNHG8",13,13,39,20,33,19,29,38
"114","GTF2IP4",38,22,25,23,17,34,40,19
"115","GS1-600G8.3",0,0,0,0,0,0,0,1
"116","CDH3",0,0,0,0,0,1,0,0
"117","TANK",5,16,20,16,9,10,9,9
"118","TTTY21B",0,0,0,0,0,0,0,0
"119","TTTY1B",0,0,0,0,1,1,3,4
"120","TTTY2B",1,1,1,0,0,2,1,12
"121","TTTY8B",0,0,0,0,0,0,0,0
"122","TTTY7B",0,0,1,0,0,0,0,1
"123","TTTY23B",0,0,0,0,0,0,0,0
"124","LOC100101148",1,1,0,0,0,0,0,0
"125","HAVCR1P1",0,1,0,1,0,0,1,1
"126","POM121C",106,94,159,110,72,335,526,254
"127","PMS2P7",1,1,1,0,1,2,1,3
"128","ZSCAN30",5,7,4,4,5,4,8,1
"129","H2BW3P",2,1,1,2,0,2,0,2
"130","ANKRD26P3",0,0,0,1,0,0,0,0
"131","SRA1",1617,1933,2740,1599,2490,2917,4059,3420
"132","SNORD119",0,0,0,0,0,1,0,0
"133","SNORD121A",0,0,0,0,0,0,0,0
"134","SNORD125",0,0,0,0,0,0,0,0
"135","SNORD19B",0,0,0,0,0,0,0,0
"136","SNORD105B",0,0,0,0,0,0,0,0
"137","SNORD123",0,0,0,0,0,0,0,0
"138","UCKL1-AS1",263,175,136,156,72,202,267,118
"139","SNORD127",0,0,0,0,0,0,0,0
"140","SNORD126",0,0,0,0,0,0,0,0
"141","SNORD11B",0,0,0,0,0,0,0,0
"142","SNORD12B",0,0,0,0,0,0,0,0
"143","SNORD111B",0,0,0,0,0,0,0,0
"144","LIN28B-AS1",0,0,0,0,0,0,0,0
"145","LINC00583",0,0,0,0,0,0,0,0
"146","TMEM170B",0,1,1,0,1,1,2,2
"147","FAM138E",2,3,7,1,7,3,4,17
"148","SNORD58C",0,0,0,0,0,1,0,0
"149","SCARNA27",0,0,0,0,0,0,0,0
"150","SNORA84",0,0,0,0,0,0,0,0
"151","SNORA36C",0,0,0,0,0,0,0,0
"152","SNORA38B",0,0,0,0,0,0,0,0
"153","SNORA70B",0,0,0,0,0,0,0,0
"154","SNORA70C",0,0,0,0,0,0,0,0
"155","SNORA11B",0,0,0,0,0,2,1,1
"156","SNORA11C",0,0,0,0,0,0,0,1
"157","SNORA11D",0,1,0,0,0,0,1,0
"158","HOTAIR",19,22,90,9,94,30,27,155
"159","ZGLP1",90,112,165,99,119,110,157,150
"160","FAM86JP",12,13,12,17,14,24,28,18
"161","FMR1-AS1",0,0,1,0,2,1,0,1
"162","MIR298",0,0,0,0,0,0,0,0
"163","MIR300",0,0,0,0,0,0,0,0
"164","VTRNA2-1",0,0,0,0,0,0,0,0
"165","MIR509-2",0,0,0,0,0,0,0,0
"166","MIR450B",0,0,0,0,0,0,0,0
"167","MIR890",0,0,0,0,0,0,0,0
"168","MIR891B",0,0,0,0,0,0,0,0
"169","MIR888",0,0,0,0,0,0,0,0
"170","MIR892B",0,0,0,0,0,0,0,0
"171","MIR541",0,0,0,0,0,0,0,0
"172","MIR875",0,0,0,0,0,0,0,0
"173","MIR876",0,0,0,0,0,0,0,0
"174","MIR147B",0,0,0,0,0,0,0,0
"175","MIR744",0,0,0,0,0,0,0,0
"176","MIR877",0,0,0,0,0,0,0,0
"177","MIR665",0,0,0,0,0,0,0,0
"178","MIR873",0,0,0,0,0,0,0,0
"179","MIR374B",0,0,0,0,0,0,0,0
"180","MIR301B",0,0,0,0,0,0,0,0
"181","MIR216B",0,0,0,0,0,0,0,0
"182","MIR920",0,0,0,0,0,0,0,0
"183","MIR922",0,0,1,0,1,0,0,0
"184","MIR924",0,0,0,0,0,0,0,0
"185","MIR934",0,0,0,0,0,0,0,0
"186","MIR935",0,0,0,0,0,0,0,0
"187","MIR936",0,0,0,0,0,0,0,0
"188","MIR938",0,0,0,0,0,0,0,0
"189","MIR940",0,0,0,0,0,0,1,0
"190","MIR941-1",0,0,0,0,0,0,0,0
"191","MIR941-4",0,0,0,0,0,0,0,0
"192","MIR942",0,0,0,0,0,0,0,0
"193","MIR943",0,0,0,0,0,0,0,0
"194","MIR708",0,0,0,0,0,0,0,0
"195","MIR885",0,0,0,0,0,0,0,0
"196","MIR543",0,0,0,0,0,0,0,0
"197","MIR208B",0,0,0,0,0,0,0,0
"198","MIR509-3",0,0,0,0,0,0,0,0
"199","MIR937",0,0,0,0,0,0,1,0
"200","MIR941-2",0,0,0,0,0,0,0,0
"201","MIR944",0,0,0,0,0,0,0,0
"202","MIR891A",0,0,0,0,0,0,0,0
"203","MIR892A",0,0,0,0,0,0,0,0
"204","MIR874",0,0,0,0,0,0,0,0
"205","MIR889",0,0,0,0,0,0,0,0
"206","MIR190B",0,0,0,0,0,0,0,0
"207","MIR887",0,0,0,0,0,0,0,0
"208","MIR760",0,0,1,0,0,1,0,0
"209","MIR921",0,0,0,0,0,0,0,0
"210","MIR933",0,0,0,0,0,0,0,0
"211","MIR939",0,1,1,2,1,0,1,0
"212","MIR941-3",0,0,0,0,0,0,0,0
"213","MIR297",0,0,0,0,0,0,0,0
"214","MIR365A",0,0,0,0,0,0,0,1
"215","MIR365B",0,0,0,0,0,0,0,0
"216","LOC100126447",0,0,0,0,0,0,0,0
"217","GJE1",0,0,0,0,0,0,0,0
"218","LOC100126584",0,0,0,0,1,2,1,1
"219","LINC00322",0,0,0,0,0,0,0,0
"220","SNAR-G1",101,92,67,146,35,181,105,50
"221","SNAR-F",1,1,0,1,2,2,1,1
"222","NAV2-AS6",0,1,2,1,3,1,5,7
"223","EGOT",0,0,0,0,0,0,0,0
"224","GHRLOS",10,20,27,11,9,19,39,18
"225","SNAR-A1",1,1,1,1,1,3,4,1
"226","SNAR-A2",1,2,1,1,2,1,4,2
"227","SNAR-A12",2,6,3,8,3,17,15,5
"228","MINAR2",2,4,6,7,8,4,4,5
"229","SLCO4A1-AS1",0,0,1,0,0,0,0,2
"230","HECW1-IT1",0,0,1,0,0,0,0,0
"231","LOC100127955",0,0,1,0,0,0,1,2
"232","KRT73-AS1",0,0,4,1,0,1,0,0
"233","C8orf88",9,6,7,8,2,6,5,2
"234","LOC100128002",0,0,0,0,0,0,0,0
"235","ARHGAP44-AS1",0,0,2,0,0,1,0,0
"236","DPPA2P3",0,0,0,0,0,0,0,1
"237","WWTR1-AS1",2,1,13,2,9,2,3,17
"238","PLCE1-AS1",0,0,0,0,0,0,0,0
"239","SMARCA5-AS1",16,48,59,14,8,16,34,9
"240","LOC100128059",0,0,0,0,0,0,0,1
"241","FAM229A",49,59,52,37,34,42,72,47
"242","LOC100128076",0,0,0,0,0,0,0,0
"243","LOC100128079",0,0,0,0,0,0,0,0
"244","JAZF1-AS1",0,0,1,0,1,0,2,0
"245","ST8SIA6-AS1",0,0,0,0,0,0,0,0
"246","UBE2Q2P13",5,6,6,3,1,14,11,7
"247","HGC6.3",0,0,0,0,0,0,0,0
"248","STAU2-AS1",0,1,0,2,2,1,1,1
"249","ADGRA1-AS1",0,0,0,0,0,0,0,0
"250","LINC01233",0,0,0,0,0,0,0,0
"251","LOC100128164",4,3,9,7,6,16,34,36
"252","UST-AS1",0,0,0,0,0,0,0,0
"253","TMPO-AS1",153,60,150,121,42,64,206,43
"254","LINC02324",0,0,0,0,0,0,1,0
"255","LINC02731",0,0,0,0,0,0,1,0
"256","ZNF667-AS1",6,5,7,7,7,5,13,6
"257","LOC100128253",0,0,1,0,1,0,0,1
"258","WASIR1",2,0,1,1,0,3,0,1
"259","TNK2-AS1",8,7,13,2,14,14,18,19
"260","HTR5A-AS1",0,0,0,0,0,0,0,0
"261","LOC100128276",0,0,0,0,1,0,0,0
"262","DNM1P35",13,13,15,13,7,21,24,13
"263","LOC100128288",1,1,4,2,0,1,2,3
"264","DLG5-AS1",33,54,116,39,59,45,83,108
"265","LOC100128310",0,1,0,0,0,0,0,0
"266","LOC100128317",0,0,0,0,0,0,0,0
"267","LINC03008",1,1,1,0,2,1,1,1
"268","TRAPPC3L",4,2,11,7,5,35,24,143
"269",NA,0,1,3,3,2,0,0,5
"270","LOC100128340",1,0,1,3,1,7,5,1
"271","LOC100128361",3,3,4,3,3,10,6,9
"272","LINC00696",0,1,0,0,1,1,0,1
"273","FAM225B",1,1,0,1,0,2,1,0
"274","ARHGAP42-AS1",0,0,0,0,0,0,0,0
"275","LOC100128398",3,3,5,2,6,3,2,4
"276","LINC00892",0,0,0,0,1,0,0,0
"277","LOC100128494",7,16,54,11,26,10,23,42
"278","SCP2D1-AS1",0,0,0,0,0,0,0,0
"279","ASTN2-AS1",0,0,0,0,0,0,0,0
"280","NEBL-AS1",0,0,0,0,0,0,0,0
"281","KIAA1671-AS1",2,4,7,4,1,10,6,4
"282","MIR29B2CHG",22,37,34,25,23,25,30,25
"283","CTAGE4",0,1,0,1,0,1,1,1
"284","LINC02347",0,0,0,0,0,0,0,0
"285","MYHAS",2,1,0,1,1,4,1,2
"286","RANBP3-DT",0,0,1,0,0,0,0,0
"287","TEKTIP1",3,7,22,2,23,1,6,26
"288","SLC8A1-AS1",0,0,0,1,1,1,0,0
"289","LOC100128593",0,0,0,0,1,1,1,0
"290","TMSB15B-AS1",0,5,2,3,1,6,5,2
"291","CDC42P3",8,8,12,9,10,6,29,10
"292","ACVR2B-AS1",1,1,3,1,1,3,3,4
"293","LOC100128653",1,4,11,0,7,3,3,22
"294","HPN-AS1",2,2,2,0,1,1,1,1
"295","LINC01531",2,3,6,1,2,5,1,1
"296","GPR50-AS1",0,0,0,0,0,0,0,0
"297","LINC02346",0,0,1,0,1,0,0,7
"298","OST4",454,339,799,485,781,681,865,906
"299","RBPMS-AS1",1,0,9,1,5,7,3,75
"300","LOC100128770",1,6,187,0,94,2,9,179
"301","ERCC6L2-AS1",28,30,52,31,61,52,61,62
"302","LINC01349",0,0,0,0,0,0,0,0
"303","SRRM2-AS1",11,20,90,4,82,11,28,123
"304","GPR158-AS1",0,0,0,0,1,0,0,1
"305",NA,0,0,0,0,0,0,0,0
"306","LINC01003",4,4,13,5,2,2,8,3
"307","VPS9D1-AS1",0,1,0,1,1,1,1,1
"308","ZFPM1-AS1",0,0,0,0,0,0,1,0
"309","LOC100128885",0,1,0,0,0,1,0,0
"310","FAM66B",104,137,400,90,421,152,247,506
"311","GATA6-AS1",3,3,9,5,7,1,2,15
"312","LINC01960",0,0,0,0,1,0,0,0
"313","CIROP",2,2,5,2,2,5,3,1
"314","ZBTB42",13,8,6,8,3,13,11,10
"315","LINC01310",0,0,0,0,0,0,0,0
"316","LOC100128966",0,0,0,0,0,0,0,1
"317","MAPT-AS1",0,0,0,0,1,0,0,3
"318","LOC100128988",0,1,1,0,1,1,1,0
"319","LOC100128993",0,0,0,0,0,0,0,0
"320","C20orf181",0,0,0,0,0,0,0,0
"321","PCBP3-AS1",1,1,0,0,0,0,0,0
"322","PKP4-AS1",17,25,25,31,7,34,41,7
"323","LOC100129034",1046,1113,1439,1490,1601,2752,2444,2213
"324","BCAR3-AS1",0,0,0,0,1,0,0,0
"325","CCNYL4",0,0,0,0,1,1,0,0
"326","SEMA3F-AS1",20,28,38,27,16,26,46,6
"327","LOC100129066",1,1,4,1,15,6,10,24
"328","KTN1-AS1",0,0,0,0,0,0,0,0
"329","SIGLEC10-AS1",0,0,1,0,1,0,0,0
"330","BTNL10P",0,1,9,0,5,2,1,17
"331","LOC100129098",0,0,0,0,0,0,0,0
"332","KHDC1L",2,2,3,2,2,0,3,8
"333","TDH-AS1",0,0,0,2,0,0,2,0
"334","LOC100129138",8,12,5,8,5,12,14,5
"335","LOC100129148",2,4,3,4,4,8,5,5
"336","LOC100129175",0,0,0,0,0,0,0,0
"337","ZSCAN16-AS1",42,48,107,56,79,105,137,278
"338","MATN1-AS1",1,0,2,1,1,1,0,2
"339","LOC100129203",0,0,1,0,0,0,1,1
"340","SLC39A12-AS1",0,0,0,0,0,0,0,0
"341","LOC100129215",2,2,1,1,0,1,2,0
"342","DEFB131B",0,0,0,0,0,0,0,0
"343","THCAT155",0,0,0,0,0,0,0,0
"344","CXorf51A",0,0,0,0,0,0,0,0
"345","SMIM27",14,14,21,17,22,14,20,23
"346","LINC01160",1,1,2,0,3,0,0,4
"347","C1orf68",0,0,0,0,0,0,0,1
"348","TDRD15",0,0,0,0,1,0,0,0
"349","LOC100129291",0,0,0,0,2,0,0,4
"350","CD200R1L-AS1",0,0,0,0,0,0,0,0
"351","LOC100129307",0,0,0,0,0,0,0,0
"352","LOC100129316",0,0,0,0,0,0,0,0
"353","LINC02291",0,0,0,0,0,0,0,0
"354","LINC00484",0,0,0,0,0,2,0,8
"355","NRADDP",0,0,1,0,0,1,0,0
"356","SMIM10L1",47,61,46,51,32,62,60,46
"357","LINC03041",0,0,0,0,0,0,0,0
"358","GABPB1-AS1",11,12,17,8,10,6,7,17
"359","FAM106C",0,1,1,0,0,1,1,0
"360","MSTO2P",31,28,27,30,20,89,67,64
"361","FAM236A",0,1,1,0,2,1,1,1
"362","RPL19P12",91272,302811,48792,133849,137246,248407,56332,94477
"363","DDC-AS1",0,0,0,0,0,0,0,0
"364","LOC100129434",0,0,0,0,0,0,0,0
"365","LOC100129455",0,0,8,2,3,1,1,24
"366","DPY19L1P1",3,0,3,0,1,2,5,5
"367","LYRM4-AS1",4,3,4,5,8,15,8,20
"368","LINC01546",0,0,0,0,0,0,0,0
"369","MKRN2OS",8,8,10,13,8,40,34,20
"370","ZNF37BP",30,74,37,53,14,77,92,22
"371","LINC02983",24,18,19,30,39,12,17,53
"372",NA,0,0,3,2,0,0,0,3
"373","ETDB",0,0,0,0,0,0,0,3
"374","LINC02012",1,1,1,1,1,2,0,2
"375","SOD2-OT1",6,4,18,3,11,9,7,11
"376","TEX13C",0,1,0,0,0,0,0,0
"377","MUC8",0,0,0,0,0,0,0,0
"378","LOC100129534",52,21,59,21,51,36,53,64
"379","LOC100129540",437,1101,882,1304,565,892,821,406
"380","ZNF730",1,1,0,1,0,1,0,2
"381","LINC02035",0,2,4,1,2,2,7,3
"382","FAM47E",1,4,8,1,6,0,1,7
"383","LINC00462",0,0,0,0,0,0,0,0
"384","LOC100129603",0,0,0,2,0,0,0,1
"385","LOC100129617",0,0,0,0,0,0,1,0
"386","PLPPR5-AS1",0,0,0,0,0,0,0,0
"387","OR2W1-AS1",0,0,0,0,2,0,0,1
"388","TCF24",0,1,0,0,0,0,0,0
"389","FGF13-AS1",0,0,0,0,0,0,0,0
"390","IZUMO3",0,0,0,0,0,0,0,0
"391","LOC100129697",0,0,1,0,0,0,0,1
"392","ARRDC3-AS1",0,0,0,0,1,0,0,2
"393","STPG3-AS1",3,5,9,2,3,4,9,10
"394","MAPRE3-AS1",0,0,0,0,0,0,0,1
"395","LINC01126",0,2,1,0,0,1,2,2
"396","MIR193BHG",1,0,0,0,0,5,0,2
"397","CCDC152",69,59,81,59,68,88,111,98
"398","SLC25A21-AS1",42,48,45,37,53,78,68,48
"399","ZNF807P",2,1,4,1,1,4,3,3
"400","IRAG1-AS1",3,1,9,0,7,7,7,51
"401","COL4A2-AS2",0,1,0,0,0,0,0,1
"402","ZNF737",20,42,21,30,10,44,51,10
"403","PCOLCE-AS1",1,2,3,1,4,1,1,2
"404","SCOC-AS1",29,39,27,56,34,31,31,40
"405","DYM-AS1",0,0,0,0,0,0,0,0
"406","PCGF3-AS1",3,14,63,8,28,12,19,77
"407","TMEM269",2,3,3,2,2,3,2,2
"408","LOC100129931",65,52,100,50,89,91,112,110
"409","LOC100129935",1,0,1,0,1,1,1,1
"410","HMGA2-AS1",0,0,0,0,1,1,1,1
"411","CCNT2-AS1",1,1,5,1,1,3,3,7
"412","FAM205C",0,0,0,0,1,0,0,1
"413","CERNA1",0,0,0,0,0,0,0,0
"414","LINC01460",0,0,0,0,0,0,0,0
"415","HDAC6",864,814,830,1020,671,1193,1082,679
"416","URAHP",36,23,23,31,14,56,64,11
"417","FTLP10",1,0,2,1,2,2,1,0
"418","LOC100130027",15,25,48,19,14,19,44,28
"419","LOC100130075",2,1,103,1,88,3,2,328
"420","HSFX2",3,4,2,3,1,5,5,2
"421","LOC100130111",30,24,23,25,22,20,29,20
"422","MAPT-IT1",0,0,0,0,0,1,0,0
"423","MIR124-2HG",0,1,4,0,0,0,0,3
"424","FAM13B-AS1",0,0,0,0,0,0,0,1
"425","EFCAB14-AS1",0,0,0,0,0,0,0,0
"426","LOC100130207",0,0,0,0,1,0,0,0
"427","LINC00861",2,0,3,1,2,3,1,0
"428","LOC100130238",0,0,1,0,2,0,0,2
"429","LINC02961",0,1,1,0,0,0,1,1
"430","LOC100130256",0,0,0,0,0,0,0,0
"431","SLC24A3-AS1",0,0,0,0,1,0,0,0
"432","LOC100130268",0,0,0,0,1,0,0,0
"433","CCDC166",0,0,3,0,1,0,0,2
"434","TFAP2A-AS1",145,188,412,134,305,200,341,672
"435","LOC100130283",35,20,18,37,12,41,29,15
"436","LOC100130298",0,0,0,0,0,0,0,0
"437","C8orf89",0,2,0,1,0,1,0,0
"438","SUPT20HL1",0,0,0,0,0,1,0,1
"439","C17orf107",7,4,4,2,2,9,1,1
"440","LOC100130331",1,2,1,1,4,2,5,1
"441","SCGB2B3P",0,0,0,0,0,0,0,0
"442","LOC100130345",1,0,2,1,1,5,1,2
"443","TMEM262",25,31,19,33,21,27,47,41
"444","LOC100130357",1,2,5,2,2,3,2,5
"445","CXorf49",0,0,0,0,2,0,0,4
"446","LINC03048",0,2,2,0,6,0,0,2
"447","EPB41L1-AS1",0,0,0,0,0,0,0,0
"448","LINC00552",0,0,0,0,0,0,0,0
"449","LINC02593",58,90,171,26,56,48,60,77
"450","CECR7",17,5,10,9,13,45,35,33
"451","GPC1-AS1",10,5,7,8,6,3,9,3
"452","SPAG16-DT",0,0,0,0,2,0,1,0
"453","LOC100130452",0,0,0,0,0,0,0,0
"454","CAND1.11",0,0,0,0,0,0,0,0
"455","WAKMAR2",2,1,15,1,1,1,4,9
"456","LINC01387",0,0,0,0,0,0,0,0
"457","TMEM221",8,3,20,8,11,5,14,57
"458","CD300H",0,0,0,0,0,0,0,0
"459","PARD6G-AS1",0,0,1,0,1,0,0,0
"460","LINC02881",0,0,0,0,0,0,0,0
"461","LOC100130548",0,0,0,0,2,0,0,1
"462","NFYC-AS1",5,2,4,6,5,3,6,4
"463","LINC00910",0,4,2,3,2,3,5,2
"464","LOC100130587",0,0,0,0,0,0,0,7
"465","PRR32",0,0,0,0,0,0,0,0
"466","LOC100130673",0,0,0,0,0,0,0,0
"467","LOC100130691",3,3,0,0,1,14,6,3
"468","LOC100130698",0,1,1,0,0,0,0,0
"469","TP53TG3HP",0,0,0,0,0,0,0,0
"470","LRRC58-DT",3,5,4,1,3,2,5,1
"471","ATP6V1FNB",4,2,4,2,4,2,5,4
"472","HDHD5-AS1",1,5,20,2,13,5,10,6
"473","LRRC70",0,0,0,0,0,1,1,0
"474","LRRC69",6,10,17,5,11,10,11,11
"475","LOC100130744",17,35,42,13,11,9,28,18
"476","EFCAB10",3,2,2,1,1,7,4,2
"477","AGAP2-AS1",4050,2952,2302,3232,1723,4577,4833,1544
"478","SBK3",0,1,0,0,0,0,0,1
"479","LOC100130849",0,0,0,0,0,1,0,0
"480","USP3-AS1",0,1,2,1,1,1,2,1
"481","LOC100130872",638,778,1133,536,510,788,1066,634
"482","CREB3L2-AS1",0,0,0,0,0,0,0,0
"483","ATE1-AS1",0,0,1,0,0,0,0,0
"484","PSORS1C3",11,6,9,7,15,6,12,28
"485","TSTD3",17,33,26,14,12,51,51,53
"486","VAC14-AS1",3,1,5,5,1,5,2,1
"487","SMIM6",0,0,0,0,0,0,0,0
"488","ZNF663P",0,0,0,0,0,0,0,0
"489","CSAG4",0,0,1,1,0,1,2,1
"490","ZNF594-DT",1,0,2,3,1,6,5,5
"491","LINC01502",0,0,0,0,0,1,1,1
"492","SYCE1L",21,37,48,26,31,46,55,42
"493","LOC100130964",0,0,0,0,0,0,0,0
"494","LINC02901",0,0,1,0,3,1,0,1
"495","LOC100130987",0,0,0,0,0,0,0,1
"496","SPATA48",1,0,0,0,0,0,0,0
"497","LOC100130992",1,7,6,2,0,2,2,1
"498","ZNF316",1132,636,473,620,837,641,901,413
"499","DNAH8-AS1",0,0,0,0,0,0,0,0
"500","LINC01135",0,0,0,0,0,0,0,0
"501","CKMT2-AS1",8,7,15,9,11,36,10,18
"502","SRP14-DT",2,5,4,2,3,3,7,9
"503","DPP9-AS1",2,3,0,0,0,3,1,2
"504",NA,2,3,2,2,2,3,4,6
"505","LOC100131107",0,0,0,0,0,0,0,0
"506","ZBTB20-AS1",0,1,1,0,7,1,1,4
"507","BSPH1",0,0,0,0,0,0,0,0
"508","LINC01405",0,0,0,0,0,0,0,2
"509","WDR86-AS1",0,0,0,0,0,0,0,1
"510","TSTD1",0,0,0,0,2,0,1,2
"511","CCDC183-AS1",0,1,0,1,0,1,4,1
"512","RPL21P28",31,28,39,98,144,749,522,592
"513","SNAP25-AS1",0,0,0,1,0,0,0,0
"514","NEMP2",2,5,4,7,2,8,5,5
"515","ZNF503-AS2",37,41,96,26,32,37,88,75
"516","MIR181A1HG",0,0,0,0,0,0,0,0
"517","ANKRD63",0,0,0,0,0,0,0,0
"518","LOC100131257",1,5,3,2,5,3,4,3
"519","LOC100131289",0,0,1,0,1,0,0,0
"520","DPEP2NB",0,0,0,0,0,0,0,0
"521","GREM1-AS1",0,0,1,0,0,0,0,0
"522","RAB6C-AS1",1,0,0,1,1,0,0,2
"523","RDM1P5",1,2,3,1,3,4,5,7
