"","SYMBOL","GSM2298375","GSM2298377","GSM2298378","GSM2298379","GSM2298380","GSM2298381","GSM2298382"
"2551","PIR-FIGF",192,159,312,420,505,503,589
"2552","PPT2-EGFL8",213,267,139,163,257,192,415
"2553","C8orf44-SGK3",349,313,91,137,130,122,119
"2554","ZHX1-C8orf76",1098,961,737,541,1170,1061,391
"2555","RTEL1-TNFRSF6B",1213,1945,322,362,358,270,491
"2556","ZNF670-ZNF695",211,103,104,90,73,47,45
"2557","KRTAP29-1",0,0,0,0,3,0,0
"2558","PRORY",0,0,0,0,0,0,1
"2559","UBE2F-SCLY",980,1130,541,480,985,638,923
"2560","FXYD6-FXYD2",23,8,6,3,13,7,56
"2561","SEC24B-AS1",7,1,10,10,14,6,5
"2562","ZNF664-RFLNA",54,64,52,24,129,36,25
"2563","ARHGAP19-SLIT1",67,39,25,18,28,18,25
"2564","FAM24B-CUZD1",29,37,16,14,27,14,40
"2565","PRH1-PRR4",81,106,115,104,179,173,112
"2566","BIVM-ERCC5",388,592,364,189,470,277,1561
"2567","DNAAF4-CCPG1",153,208,406,330,504,445,233
"2568","TVP23C-CDRT4",320,480,191,91,351,158,121
"2569","LRRC37A8P",47,21,23,31,10,3,10
"2570","RBAK-RBAKDN",28,47,75,19,78,29,6
"2571","SENP3-EIF4A1",41775,40282,19344,30627,26790,29465,36611
"2572","P2RX5-TAX1BP3",3058,3176,6186,7241,20133,17309,5596
"2573","SLMO2-ATP5E",6352,6693,12459,10999,19534,16864,5189
"2574","APOC4-APOC2",0,0,0,0,0,0,0
"2575","LOC100533997",13,10,0,0,0,1,0
"2576","TNFAIP8L2-SCNM1",692,640,1731,1901,2645,2460,1127
"2577","HOXA10-HOXA9",1369,1715,0,1,5,0,96
"2578","URGCP-MRPS24",2830,2584,2456,1771,2862,2429,2732
"2579","STX16-NPEPL1",375,504,3200,3160,7892,5616,411
"2580","HNRNPUL2-BSCL2",3271,2628,4997,5868,7486,6858,6208
"2581","ISY1-RAB43",1483,1422,2116,1627,3748,2590,1711
"2582","TM4SF19-DYNLT2B",39,31,163,91,334,220,135
"2583","C1QTNF3-AMACR",69,138,258,332,398,519,191
"2584","UBA2",4825,3453,3507,2851,3611,2641,5717
"2585","SAE1",16092,10649,7852,8601,9920,8546,18940
"2586","LINC00159",0,0,0,0,0,0,2
"2587","FARSB",5673,5295,2011,2219,1396,1506,4103
"2588","ABCC5",311,397,543,470,929,517,520
"2589","ABCB6",715,1227,1503,1930,4101,4838,871
"2590","DNM1L",2245,2103,1299,1052,1952,1890,2255
"2591","CDH8",1,0,1,1,3,3,1
"2592","ABCC9",1,1,1,1,1,0,51
"2593","ABCF2",5183,4729,2074,2963,2544,3051,4009
"2594","MIR4464",0,0,0,0,0,0,0
"2595","MIR2681",0,0,0,0,0,0,0
"2596","MIR4455",0,0,0,0,0,0,0
"2597","MIR4793",0,1,1,2,4,2,0
"2598","MIR4680",18,25,28,14,32,33,9
"2599","MIR4668",0,0,0,0,0,0,0
"2600","MIR4469",0,0,2,0,1,0,1
"2601","MIR4648",0,0,2,1,0,1,0
"2602","MIR4653",8,2,6,11,5,17,1
"2603","MIR4486",0,0,0,0,0,0,0
"2604","MIR4697",6,7,10,4,4,2,1
"2605","MIR4695",0,2,0,0,0,0,0
"2606","MIR1268B",0,0,0,0,0,0,0
"2607","MIR4523",1,0,0,0,0,0,0
"2608","MIR4436B1",0,0,0,0,0,0,0
"2609","MIR4647",359,254,279,441,442,382,472
"2610","MIR4731",0,0,0,0,0,0,0
"2611","MIR4686",0,0,0,0,0,0,0
"2612","MIR4448",0,0,0,0,0,0,0
"2613","MIR4679-1",0,0,0,0,0,0,0
"2614","MIR4445",0,0,0,0,0,0,0
"2615","MIR4526",0,0,0,0,0,0,0
"2616","MIR3689D1",0,0,0,0,0,0,0
"2617","MIR4728",0,0,0,2,0,0,1
"2618","MIR4699",0,0,0,0,0,0,0
"2619","MIR499B",0,0,0,0,0,0,0
"2620","MIR4507",0,0,0,0,0,0,0
"2621","MIR4430",0,0,0,0,0,0,0
"2622","MIR4501",0,0,0,0,0,0,0
"2623","MIR4787",1,0,0,0,0,0,0
"2624","MIR4741",4,3,3,2,4,3,3
"2625","MIR4506",0,0,0,0,0,0,0
"2626","MIR4428",0,0,0,0,0,0,0
"2627","MIR4458",0,0,0,0,1,1,1
"2628","MIR4763",0,0,0,1,0,0,0
"2629","MIR548AN",0,0,0,0,0,0,0
"2630","MIR4534",0,0,0,0,0,0,0
"2631","MIR4769",0,0,0,0,0,0,0
"2632","MIR4760",0,0,0,0,0,0,0
"2633","MIR4512",0,0,0,0,0,0,0
"2634","MIR4720",0,5,0,12,17,22,0
"2635","MIR4480",0,0,0,0,0,0,0
"2636","MIR4804",0,0,0,0,0,0,0
"2637","MIR4726",0,0,0,0,0,0,0
"2638","MIR4466",0,0,0,0,0,0,0
"2639","MIR4536-1",0,0,0,0,0,0,0
"2640","MIR4772",0,0,0,0,0,0,0
"2641","MIR4505",0,0,0,0,0,0,0
"2642","MIR4779",0,0,0,0,0,0,0
"2643","MIR4655",0,0,0,0,0,0,0
"2644","MIR4795",0,0,0,0,0,0,0
"2645","MIR4483",0,0,0,0,0,0,0
"2646","MIR4530",0,0,0,0,0,0,0
"2647","MIR4420",0,0,0,0,0,0,0
"2648","MIR4771-2",0,0,0,0,0,0,0
"2649","MIR4796",0,0,0,0,0,0,0
"2650","MIR4722",2,1,0,1,3,0,0
"2651","MIR4754",7,5,0,2,11,1,3
"2652","MIR378D2",7,1,0,0,0,0,0
"2653","MIR4739",0,0,0,0,0,0,0
"2654","MIR4752",0,0,0,0,0,0,0
"2655","MIR4719",0,0,0,0,0,0,0
"2656","MIR203B",0,0,0,0,0,0,0
"2657","MIR4643",0,0,0,0,0,0,0
"2658","MIR4633",1,0,0,0,0,0,0
"2659","MIR4708",0,0,0,0,0,0,0
"2660","MIR4641",1,1,2,0,2,1,0
"2661","MIR4498",0,0,0,0,0,0,0
"2662","MIR4465",0,0,0,0,0,0,0
"2663","MIR4514",0,0,0,0,0,0,0
"2664","MIR4500",0,0,0,0,0,0,0
"2665","MIR4513",0,0,0,0,0,0,0
"2666","MIR4477A",0,0,7,4,5,1,3
"2667","MIR371B",0,0,0,0,0,0,0
"2668","MIR4490",0,0,0,0,0,0,0
"2669","MIR4783",0,0,0,0,0,0,0
"2670","MIR3972",0,0,0,0,0,0,0
"2671","MIR4421",0,0,0,0,0,0,0
"2672","MIR548O2",0,0,0,0,0,0,0
"2673","MIR548AJ1",0,0,0,0,0,0,0
"2674","MIR4679-2",0,0,0,0,0,0,0
"2675","MIR4453",0,0,1,1,6,1,0
"2676","MIR4477B",1,0,7,6,5,1,3
"2677","MIR4718",0,0,0,0,0,0,0
"2678","MIR4525",0,0,0,0,0,0,0
"2679","MIR378D1",0,0,0,0,0,0,0
"2680","MIR4634",0,0,0,0,0,0,0
"2681","MIR4734",0,0,0,0,0,0,0
"2682","MIR4729",0,0,0,0,0,0,0
"2683","MIR4704",0,0,0,0,0,0,0
"2684","MIR4652",0,0,0,0,0,0,0
"2685","MIR4439",0,0,0,0,0,0,0
"2686","MIR4782",0,0,0,0,0,0,0
"2687","MIR4737",1,2,11,20,22,17,7
"2688","MIR4709",362,205,109,184,231,248,390
"2689","MIR3689F",0,0,0,0,0,0,0
"2690","MIR4437",0,0,0,0,0,0,0
"2691","MIR4667",0,0,0,0,0,0,0
"2692","MIR548AL",0,0,0,0,0,0,0
"2693","MIR4797",0,0,0,0,0,0,0
"2694","MIR3135B",0,0,0,0,0,0,0
"2695","MIR4765",0,0,0,0,0,0,0
"2696","MIR4736",0,0,0,0,0,0,0
"2697","MIR4662A",0,0,0,0,0,0,0
"2698","MIR4487",0,0,0,0,0,0,0
"2699","MIR4509-1",0,0,0,0,0,0,0
"2700","MIR4753",0,1,0,0,0,0,0
"2701","MIR4756",0,0,0,0,0,0,0
"2702","MIR4468",0,0,0,0,0,0,0
"2703","MIR4502",0,0,0,0,0,0,0
"2704","MIR4509-2",0,0,0,0,0,0,0
"2705","MIR4473",0,0,0,0,0,0,0
"2706","MIR4646",0,0,0,1,0,0,0
"2707","MIR4519",0,0,2,0,4,0,0
"2708","MIR4528",0,0,0,0,0,0,0
"2709","MIR4454",0,0,0,0,0,0,0
"2710","MIR4457",0,0,0,0,0,0,0
"2711","MIR4669",0,0,2,0,0,0,0
"2712","MIR4640",0,0,0,0,0,1,0
"2713","MIR3529",0,0,0,0,0,0,0
"2714","MIR4705",0,0,0,0,0,0,0
"2715","MIR4496",0,0,0,0,0,0,0
"2716","MIR4717",0,0,0,0,0,0,0
"2717","MIR4673",0,0,0,0,0,1,0
"2718","MIR4759",0,0,0,0,0,0,0
"2719","MIR3976",0,0,0,0,0,0,0
"2720","MIR4661",0,0,0,0,0,0,0
"2721","MIR4799",0,0,0,0,0,0,0
"2722","MIR151B",0,0,0,0,2,0,0
"2723","MIR4724",0,4,2,1,3,4,0
"2724","MIR4768",0,0,0,0,0,0,0
"2725","MIR3960",0,0,0,0,0,0,0
"2726","MIR1587",0,0,0,0,0,0,0
"2727","MIR548AJ2",0,0,0,0,0,0,0
"2728","MIR4762",0,0,0,0,0,0,0
"2729","MIR548AH",0,0,0,0,0,0,0
"2730","MIR4662B",0,0,0,0,0,0,0
"2731","MIR4721",889,517,2379,2621,2055,2530,1800
"2732","MIR3975",0,0,0,0,0,0,0
"2733","MIR4516",0,1,1,6,0,9,0
"2734","MIR378I",2,2,2,2,0,1,2
"2735","MIR4663",0,1,0,0,0,0,0
"2736","MIR4504",0,0,0,0,0,0,0
"2737","MIR4701",0,1,0,0,0,0,0
"2738","MIR4485",1,3,6,1,1,1,0
"2739","MIR4527",0,0,0,0,0,0,0
"2740","MIR4433A",0,0,0,0,0,0,0
"2741","MIR4733",0,0,0,0,0,0,0
"2742","MIR4776-1",0,0,0,0,0,0,0
"2743","MIR4472-1",0,0,0,0,0,0,0
"2744","MIR4639",0,0,0,0,0,0,0
"2745","MIR4651",0,0,0,0,0,1,0
"2746","MIR4637",0,0,0,0,0,0,0
"2747","MIR4422",0,0,0,0,0,0,0
"2748","MIR451B",0,0,0,0,0,0,0
"2749","MIR4802",0,0,0,0,0,0,0
"2750","MIR4508",0,0,0,0,0,0,0
"2751","MIR4538",0,0,0,0,0,0,0
"2752","MIR4522",0,0,0,0,0,0,0
"2753","MIR4540",0,0,0,0,0,0,0
"2754","MIR3974",0,0,0,0,0,0,0
"2755","MIR4503",0,0,0,0,0,0,0
"2756","MIR4788",0,0,0,0,0,0,0
"2757","MIR4738",0,0,0,0,0,0,0
"2758","MIR4766",0,0,0,0,0,0,0
"2759","MIR4489",0,0,0,0,0,1,0
"2760","MIR4645",1,0,0,0,0,0,0
"2761","MIR4676",0,0,0,0,0,0,0
"2762","MIR4495",0,0,0,0,0,0,0
"2763","MIR4665",1,0,1,0,0,2,0
"2764","MIR4475",0,0,0,0,0,0,0
"2765","MIR4529",0,0,0,0,0,0,0
"2766","MIR4791",0,0,0,0,0,0,0
"2767","MIR4690",1,1,1,1,1,2,1
"2768","MIR4510",0,0,0,0,0,0,0
"2769","MIR4740",5,3,0,3,0,0,3
"2770","MIR4764",0,0,0,0,0,0,0
"2771","MIR4678",0,0,0,0,0,1,0
"2772","MIR3977",0,0,0,0,0,0,0
"2773","MIR4450",0,0,0,0,0,0,0
"2774","MIR4710",0,0,0,0,0,0,0
"2775","MIR4674",0,0,0,0,0,1,0
"2776","MIR548X2",0,0,0,0,0,0,0
"2777","MIR3688-2",0,0,0,0,0,0,0
"2778","MIR4499",0,0,0,0,0,0,0
"2779","MIR548AE1",0,0,0,0,0,0,0
"2780","MIR378H",0,0,0,0,0,0,0
"2781","MIR4757",0,0,0,0,0,0,0
"2782","MIR4666A",0,0,0,0,0,0,0
"2783","MIR4472-2",0,0,0,1,0,0,0
"2784","MIR4650-1",0,0,0,0,0,0,0
"2785","MIR3973",0,0,0,0,0,0,0
"2786","MIR4478",0,0,0,0,0,0,0
"2787","MIR4749",0,0,3,3,2,4,3
"2788","MIR4750",6,6,8,8,16,6,5
"2789","MIR4781",0,0,0,0,0,0,0
"2790","MIR4524A",0,0,0,0,0,0,0
"2791","MIR4777",0,0,0,0,0,0,0
"2792","MIR4664",4,2,9,8,9,25,0
"2793","MIR4493",0,0,0,0,0,0,0
"2794","MIR4481",0,0,0,0,0,0,0
"2795","MIR378G",0,0,0,1,0,0,0
"2796","MIR4682",0,0,0,0,0,0,0
"2797","MIR4482",0,0,0,0,0,0,1
"2798","MIR1245B",0,0,0,0,0,0,0
"2799","MIR4460",0,0,0,0,0,0,0
"2800","MIR4636",0,0,0,0,0,0,0
"2801","MIR4484",0,1,0,0,0,0,0
"2802","MIR4424",0,0,0,0,0,0,0
"2803","MIR4700",206,292,93,93,159,154,231
"2804","MIR4491",0,0,0,0,0,0,0
"2805","MIR4650-2",0,0,0,0,0,0,0
"2806","MIR4716",0,0,0,0,0,0,0
"2807","MIR3689C",0,0,0,0,0,0,0
"2808","MIR4790",0,0,0,0,0,0,0
"2809","MIR219B",0,0,0,0,0,0,0
"2810","MIR548AB",0,0,0,0,0,0,0
"2811","MIR4747",0,0,0,0,0,0,0
"2812","MIR4794",0,0,0,0,0,0,0
"2813","MIR548AE2",0,0,0,0,0,0,0
"2814","MIR4758",0,0,0,0,1,1,0
"2815","MIR4435-2",0,0,0,0,0,0,0
"2816","MIR4638",0,0,0,0,0,0,0
"2817","MIR4677",0,0,0,0,0,0,0
"2818","MIR3689D2",0,0,0,0,0,0,0
"2819","MIR4426",197,198,77,77,78,58,80
"2820","MIR4649",0,0,0,0,0,0,0
"2821","MIR548AI",0,0,0,0,0,0,0
"2822","MIR4659A",0,0,0,0,0,0,0
"2823","MIR4451",0,0,0,0,0,0,0
"2824","MIR4660",0,0,0,0,0,0,0
"2825","MIR4670",0,0,0,0,0,0,0
"2826","MIR4642",0,0,0,0,0,0,0
"2827","MIR550A3",0,0,0,0,0,0,0
"2828","MIR4531",0,0,0,0,0,0,0
"2829","MIR4774",0,0,0,0,0,0,0
"2830","MIR3591",0,0,0,0,0,0,0
"2831","MIR4800",12,50,57,25,228,157,14
"2832","MIR4730",0,0,0,0,1,0,0
"2833","MIR2467",0,0,0,0,0,0,0
"2834","MIR4775",2,4,2,0,0,0,3
"2835","MIR4533",0,0,0,0,0,0,0
"2836","MIR4735",0,0,0,0,0,0,0
"2837","MIR4785",0,0,0,0,2,1,0
"2838","MIR4425",0,0,0,0,0,0,0
"2839","MIR4743",0,0,0,0,0,0,0
"2840","MIR4467",1,0,0,0,0,0,5
"2841","MIR4688",0,0,0,0,0,0,0
"2842","MIR4713",0,0,0,0,0,0,0
"2843","MIR4771-1",0,0,0,0,0,0,0
"2844","MIR4746",4,1,0,1,0,0,3
"2845","MIR4659B",0,0,0,0,0,0,0
"2846","MIR4770",0,0,0,0,0,0,0
"2847","MIR4539",0,0,0,0,0,0,0
"2848","MIR4438",0,0,0,0,0,0,0
"2849","MIR4492",2,0,0,2,0,7,0
"2850","MIR4803",0,0,0,0,0,0,0
"2851","MIR4784",0,0,4,8,1,0,0
"2852","MIR4511",0,0,0,0,0,0,0
"2853","MIR4671",0,0,0,0,0,0,0
"2854","MIR4456",0,0,0,0,0,0,0
"2855","MIR4509-3",0,0,0,0,0,0,0
"2856","MIR4675",0,0,0,0,0,0,0
"2857","MIR548AC",0,0,0,0,0,0,0
"2858","MIR4732",0,0,0,0,0,0,0
"2859","MIR4654",0,0,0,0,0,0,0
"2860","MIR3064",26,35,18,17,14,6,31
"2861","MIR4723",0,0,0,0,0,0,0
"2862","MIR4463",0,0,0,0,0,0,0
"2863","MIR4427",0,0,0,0,0,0,0
"2864","MIR4684",0,0,0,0,0,0,0
"2865","MIR4773-1",0,0,0,0,0,0,0
"2866","MIR4657",3,8,2,3,3,1,6
"2867","MIR4444-1",87,71,110,131,131,124,80
"2868","MIR4789",0,0,0,0,0,0,0
"2869","MIR4712",2,1,2,2,0,0,0
"2870","MIR4440",0,0,0,0,0,0,0
"2871","MIR4681",0,0,0,0,0,0,0
"2872","MIR4436A",0,0,0,0,0,0,0
"2873","MIR3198-2",72,40,87,95,51,30,308
"2874","MIR4520-1",1,1,1,0,2,0,1
"2875","MIR4696",0,0,0,0,0,0,0
"2876","MIR4691",7,11,2,3,6,3,16
"2877","MIR4515",0,0,0,0,2,0,0
"2878","MIR4518",0,0,0,0,0,0,0
"2879","MIR4521",0,0,1,0,0,0,0
"2880","MIR4443",0,0,0,0,0,0,0
"2881","MIR5047",62,47,33,20,27,8,42
"2882","MIR4711",0,0,0,0,0,0,0
"2883","MIR4692",0,0,0,0,2,0,0
"2884","MIR4462",0,0,0,0,0,0,0
"2885","MIR4761",137,157,489,490,1074,949,594
"2886","MIR4535",0,0,0,0,0,0,0
"2887","MIR4727",0,0,0,0,0,0,0
"2888","MIR4786",3,1,0,1,0,0,0
"2889","MIR4773-2",0,0,0,0,0,0,0
"2890","MIR4434",0,0,0,0,0,0,0
"2891","MIR4744",0,0,0,0,0,0,0
"2892","MIR4689",0,0,0,0,0,0,0
"2893","MIR4537",0,0,0,0,0,0,0
"2894","MIR4703",0,0,0,0,0,0,0
"2895","MIR4707",2,1,0,3,6,2,6
"2896","MIR4748",0,0,0,0,0,0,0
"2897","MIR4694",0,0,0,0,0,0,0
"2898","MIR548AM",0,0,0,0,0,0,0
"2899","MIR4672",0,0,4,0,0,0,0
"2900","MIR4644",0,0,0,0,0,0,0
"2901","MIR4431",0,0,0,0,0,0,0
"2902","MIR4714",0,0,0,0,0,0,0
"2903","MIR4418",0,0,0,0,0,0,0
"2904","MIR4755",0,0,0,0,0,0,0
"2905","MIR4801",0,0,0,0,0,0,0
"2906","MIR4449",2,3,1,1,0,2,0
"2907","MIR1343",0,0,0,0,0,0,0
"2908","MIR4632",0,0,0,0,0,0,0
"2909","MIR4658",14,12,19,18,30,43,8
"2910","MIR548AG2",0,0,0,0,0,0,0
"2911","MIR4474",0,0,0,0,0,0,0
"2912","MIR4780",0,0,0,0,0,0,0
"2913","MIR4725",0,0,0,0,0,0,0
"2914","MIR548AG1",0,0,0,0,0,0,0
"2915","MIR4471",0,0,0,0,0,0,0
"2916","MIR2682",0,0,0,0,0,0,4
"2917","MIR4687",5,4,5,6,8,3,19
"2918","MIR4497",0,0,0,0,0,0,0
"2919","MIR548H5",0,0,0,0,0,0,0
"2920","MIR4476",0,0,0,0,0,0,0
"2921","MIR4693",0,0,0,0,0,0,0
"2922","MIR4745",0,0,0,0,0,0,0
"2923","MIR3689E",0,0,0,0,0,0,0
"2924","MIR4452",0,0,0,0,0,0,0
"2925","MIR4778",0,0,0,0,0,0,0
"2926","MIR4656",0,0,0,0,0,0,0
"2927","MIR4520-2",1,0,1,0,2,0,1
"2928","MIR4767",0,0,0,0,0,2,0
"2929","MIR4742",0,0,0,0,0,0,0
"2930","MIR4429",0,0,4,1,1,0,0
"2931","MIR4488",0,0,0,0,0,0,0
"2932","MIR4798",0,0,0,0,0,0,0
"2933","MIR4776-2",0,0,0,0,0,0,0
"2934","MIR4432",0,0,0,0,0,0,0
"2935","MIR4715",0,0,0,0,0,0,0
"2936","MIR548AD",0,0,0,0,0,0,0
"2937","MIR4446",0,0,0,0,0,0,0
"2938","MIR4442",2,1,5,1,3,2,0
"2939","MIR4494",0,0,0,0,0,0,0
"2940","MIR4635",2,0,0,0,0,0,0
"2941","MIR4479",0,0,0,0,0,0,0
"2942","MIR4423",0,0,0,0,0,0,0
"2943","MIR4685",0,0,0,1,0,0,0
"2944","MIR4751",98,103,119,371,185,459,102
"2945","MIR4470",0,0,0,0,0,0,0
"2946","MIR4447",0,0,0,0,0,0,0
"2947","MIR4698",0,0,0,0,0,0,0
"2948","MIR4517",2,7,4,6,2,1,0
"2949","MIR548AK",0,0,0,0,0,0,0
"2950","MIR4706",0,0,0,0,0,0,0
"2951","MIR3978",0,0,0,0,0,0,0
"2952","MIR378F",0,0,0,0,0,0,0
"2953","MIR4441",0,0,0,0,0,0,0
"2954","MIR1269B",0,0,0,0,0,0,0
"2955","MIR2392",0,0,0,0,0,0,0
"2956","MIR378E",0,0,0,0,0,0,0
"2957","MIR4435-1",0,0,0,0,0,0,0
"2958","MIR4683",1,0,8,8,16,24,13
"2959","CFAP418-AS1",3,3,15,1,10,5,0
"2960","TPTE2P5",101,170,148,137,214,132,16
"2961","NR1H3",823,872,448,661,1467,1252,630
"2962","DIO2-AS1",0,0,8,61,23,85,0
"2963","DNM3OS",0,0,0,1,0,0,41
"2964","MIR3155B",0,0,0,0,0,0,0
"2965","COX17",3438,3305,3329,2079,6036,3494,1510
"2966","PARTICL",47,58,151,80,376,65,56
"2967","LOC100630923",693,653,1396,1534,2245,2080,1475
"2968","WDR87BP",0,0,0,0,0,0,0
"2969","FAM47E-STBD1",341,446,235,184,493,406,328
"2970","SPRY4-IT1",0,0,0,1,0,0,1
"2971","LINC00659",74,135,36,28,45,46,0
"2972","LINC01311",41,12,51,81,63,59,60
"2973","RAET1E-AS1",36,17,44,39,115,88,43
"2974","PYCARD-AS1",8,8,536,653,1848,2251,102
"2975","TIMM23B",374,460,143,127,127,141,190
"2976","SPATA8-AS1",0,0,0,0,0,0,0
"2977","LOC100652758",27,25,5,14,17,19,16
"2978","PRICKLE2-AS1",2,1,834,679,1966,2077,59
"2979","LOC100652768",79,206,117,213,327,418,134
"2980","DSG2-AS1",40,62,22,17,33,13,50
"2981","NNT-AS1",1,1,168,337,301,298,277
"2982","LOC100652777",3,5,32,10,56,20,1
"2983","SNX29P1",16,14,13,3,8,13,24
"2984","GS1-24F4.2",0,0,0,0,0,0,8
"2985","KIAA2012",0,16,2,0,8,15,6
"2986","LOC100652833",0,0,0,1,0,0,0
"2987","CACNA1C-AS1",0,2,0,0,0,1,36
"2988","LINC01023",12,3,42,44,104,105,19
"2989","LINC00408",0,0,0,0,2,0,0
"2990","TMCO5B",0,0,0,0,0,0,0
"2991","LINC00539",1,0,8,4,1,9,0
"2992","LOC100652871",0,0,0,0,0,0,0
"2993","ALOX15P1",10,9,10,9,14,6,0
"2994","LINC00904",0,0,0,0,0,0,0
"2995","LINC01838",0,0,0,0,0,0,0
"2996","LINC02078",0,0,1,0,0,1,0
"2997","LOC100652931",0,0,0,0,0,0,0
"2998","LINC00702",0,0,0,0,0,0,11
"2999","LINC00706",0,0,0,0,0,0,3
"3000","LOC100652999",21,38,13,23,62,49,22
"3001","LOC100653133",9,1,0,2,0,0,10
"3002","MIR3147HG",0,1,7,1,19,2,1
"3003","CEP295NL",1,2,0,0,0,1,5
"3004","SCAMP2",3346,3182,3404,5461,7669,9233,3800
"3005","SCAMP3",4029,3493,4037,5630,6787,7754,4418
"3006","IL18BP",63,47,102,36,87,47,30
"3007","ARHGAP22-IT1",1,0,0,0,0,0,0
"3008","POU6F2-AS2",0,0,0,0,0,0,0
"3009","RWDD2B",1394,2318,1321,1388,1849,1688,1355
"3010","CDH9",1,0,0,0,0,0,0
"3011","MUC12",15,19,1,1,14,6,4
"3012","DPP3",1587,1346,3944,5311,5630,5901,6552
"3013","SNUPN",1535,1732,282,232,507,389,1684
"3014","HUWE1",5018,4205,4652,3817,7912,4311,3018
"3015","PCAT1",2,0,7,3,7,2,0
"3016","HIF1A-AS1",11,24,33,10,136,48,14
"3017","HIF1A-AS2",523,388,735,255,1100,535,960
"3018","RCAN3AS",6,5,4,1,4,1,2
"3019","HTT-AS",0,0,0,2,0,0,0
"3020","PTPRU",1857,3761,3396,3873,11690,9323,1220
"3021","TSPAN32",1,1,4,9,17,12,2
"3022","KLHL7-DT",10,12,11,0,4,5,5
"3023","RBM5-AS1",14,10,14,11,19,7,7
"3024","TSSC4",3185,2623,1977,3143,3204,3819,7210
"3025","ATP9A",632,1046,3969,3769,9401,6568,583
"3026","CDH10",0,0,0,0,10,7,0
"3027","PDCD7",1715,1344,791,1107,1200,1167,1733
"3028","GPC6",0,1,91,125,144,159,311
"3029","LINC00501",0,0,0,0,0,1,0
"3030","MYZAP",33,55,164,121,466,261,46
"3031","USH1C",221,296,9,0,17,3,2
"3032","PQBP1",3151,2922,3473,6070,4510,5910,6258
"3033","LINC00506",0,0,0,1,0,0,24
"3034","MIR5197",0,0,0,0,0,0,0
"3035","MIR548AW",0,0,0,0,0,0,0
"3036","MIR5009",0,0,0,0,0,0,0
"3037","MIR3670-2",0,0,0,0,0,0,0
"3038","MIR5000",0,0,0,0,0,0,0
"3039","MIR5007",0,0,0,0,0,0,0
"3040","MIR5583-2",0,0,0,0,0,0,0
"3041","MIR5689",0,0,0,0,0,0,0
"3042","MIR4444-2",18,4,7,2,10,5,5
"3043","MIR5579",0,0,0,0,0,0,0
"3044","MIR5680",0,0,0,0,0,0,0
"3045","MIR5011",0,0,0,0,0,0,0
"3046","MIR5693",0,0,0,0,0,0,0
"3047","MIR5188",3,0,0,0,3,3,0
"3048","MIR5701-2",0,0,0,0,0,0,0
"3049","MIR5571",0,0,0,0,0,0,0
"3050","MIR5696",0,0,0,0,0,0,0
"3051","MIR4524B",0,0,0,0,0,0,0
"3052","MIR1295B",0,0,0,0,0,0,0
"3053","MIR5581",0,0,0,0,0,0,0
"3054","MIR5004",2,1,1,1,4,1,0
"3055","MIR5692B",0,0,0,0,0,0,0
"3056","MIR5100",0,0,0,0,0,0,0
"3057","MIR5691",0,0,0,0,0,0,0
"3058","MIR5695",0,0,0,0,0,0,1
"3059","MIR5692C2",0,0,0,0,0,0,0
"3060","MIR5585",0,0,0,0,0,0,0
"3061","MIR5687",0,0,0,0,0,0,0
"3062","MIR5582",0,0,0,0,0,0,0
"3063","MIR5002",0,0,0,0,0,0,0
"3064","MIR5093",0,0,0,0,2,0,0
"3065","MIR5091",0,0,0,0,0,0,0
"3066","MIR5698",0,0,0,0,0,0,0
"3067","MIR5583-1",0,0,0,0,0,0,0
"3068","MIR5006",5,6,1,1,7,2,2
"3069","MIR5705",0,0,0,0,0,0,0
"3070","MIR5587",0,0,0,1,0,2,0
"3071","MIR5003",0,1,0,0,0,0,0
"3072","MIR548AT",0,0,0,0,0,0,0
"3073","MIR5700",0,0,0,0,0,0,0
"3074","MIR5707",0,0,0,0,0,0,0
"3075","MIR4436B2",0,0,0,0,0,0,0
"3076","MIR5683",0,0,0,0,0,0,0
"3077","MIR548AR",0,0,0,0,0,0,0
"3078","MIR5186",0,0,0,0,0,0,0
"3079","MIR5001",1,0,7,4,6,5,0
"3080","MIR5692A2",0,0,0,0,0,0,0
"3081","MIR5092",0,0,0,0,0,0,1
"3082","MIR5704",0,0,0,0,0,0,0
"3083","MIR3680-2",0,0,0,2,0,0,0
"3084","MIR5572",1,1,9,3,18,4,7
"3085","MIR5682",0,0,0,0,0,0,0
"3086","MIR5087",0,0,2,0,0,0,0
"3087","MIR548AU",0,0,0,0,0,0,0
"3088","MIR5010",4,6,14,10,22,12,5
"3089","MIR4666B",0,0,0,0,0,0,0
"3090","MIR5690",0,0,0,0,0,0,0
"3091","MIR4999",0,0,0,0,0,0,0
"3092","MIR5191",0,0,0,0,0,0,0
"3093","MIR5194",0,0,0,0,0,0,0
"3094","MIR664B",1,0,0,2,0,1,0
"3095","MIR5702",0,0,0,0,0,0,0
"3096","MIR5588",0,0,0,0,0,0,0
"3097","MIR5697",0,0,0,0,0,0,0
"3098","MIR5708",0,0,0,0,0,0,0
"3099","MIR5189",0,0,0,0,0,0,0
"3100","MIR5681A",0,0,0,0,0,0,0
"3101","MIR5094",0,0,0,3,0,2,0
"3102","MIR5701-1",0,0,0,0,0,0,0
"3103","MIR4536-2",0,0,0,0,0,0,0
"3104","MIR5195",0,0,0,0,0,0,0
"3105","MIR548AX",0,0,0,0,0,0,0
"3106","MIR5694",0,0,0,0,0,0,0
